Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Carlos Alcaraz,1,22.0,2237.4,,2,2124.4,1,2199.0,1,2110.8,,2243.6,2023-08,,2,-0.69,2284.9
Jannik Sinner,2,23.7,2230.7,,1,2188.7,2,2122.7,3,1977.1,,2329.6,2025-01,,1,0.69,2162.7
Novak Djokovic,3,38.0,2161.4,,3,2114.7,3,2083.2,2,2037.2,,2463.2,2016-05,,5,-0.51,2050.1
Jack Draper,4,23.4,2080.1,,4,2025.9,7,1953.0,8,1889.8,,2103.8,2025-04,,6,-0.41,2081.0
Alexander Zverev,5,28.1,2065.7,,5,2023.8,5,2005.5,7,1896.0,,2176.5,2022-01,,3,0.51,2025.8
Lorenzo Musetti,6,23.2,2044.2,,18,1890.3,4,2016.5,4,1913.4,,2050.5,2025-05,,7,-0.15,2132.1
Tommy Paul,7,28.0,2023.6,,8,1942.1,8,1949.8,6,1899.9,,2028.8,2025-05,,8,-0.13,2067.2
Taylor Fritz,8,27.6,2007.0,,6,1962.4,15,1886.0,5,1905.5,,2054.0,2025-01,,4,0.69,1957.7
Casper Ruud,9,26.4,1988.6,,14,1896.5,6,1976.1,37,1717.6,,2071.9,2022-05,,16,-0.58,2044.8
Alex De Minaur,10,26.2,1984.1,,10,1927.5,14,1889.2,13,1827.0,,2053.1,2024-06,,12,-0.18,1967.2
Arthur Fils,11,20.9,1983.0,,13,1902.1,9,1947.5,12,1827.6,,1985.4,2025-04,,15,-0.31,2013.4
Daniil Medvedev,12,29.3,1975.2,,7,1947.1,13,1902.3,10,1871.8,,2201.2,2022-01,,11,0.09,1857.1
Grigor Dimitrov,13,34.0,1962.7,,9,1929.4,18,1869.1,15,1802.2,,2111.5,2014-08,,19,-0.38,1821.4
Holger Rune,14,22.0,1960.3,,11,1910.8,12,1915.1,14,1810.0,,2082.0,2023-05,,9,0.44,1943.4
Matteo Berrettini,15,29.0,1954.1,,23,1873.9,11,1934.1,9,1873.1,,2065.7,2022-07,,34,-0.82,1933.4
Hubert Hurkacz,16,28.3,1945.8,,21,1877.9,17,1881.1,11,1852.3,,2022.5,2024-06,,29,-0.59,1920.5
Stefanos Tsitsipas,17,26.7,1941.7,,19,1884.3,10,1942.2,18,1774.8,,2145.1,2021-05,,25,-0.39,1885.6
Francisco Cerundolo,18,26.7,1929.2,,25,1866.5,16,1883.0,34,1723.2,,1961.6,2025-04,,18,0,1942.1
Ben Shelton,19,22.6,1925.7,,22,1874.6,21,1829.1,21,1760.4,,1975.5,2024-10,,10,0.64,1907.6
Joao Fonseca,20,18.7,1918.5,,12,1906.1,27,1803.6,68,1639.8,,1992.5,2025-03,,57,-1.05,1910.9
Tallon Griekspoor,21,28.8,1917.8,,24,1869.5,22,1824.8,16,1789.7,,1936.3,2025-03,,35,-0.51,1927.7
Gael Monfils,22,38.7,1910.2,,20,1883.8,45,1744.0,42,1705.1,,2087.1,2016-10,,42,-0.65,1863.2
