Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,WTA Rank,Log diff,yElo
Aryna Sabalenka,1,27.2,2183.4,,1,2131.0,1,2111.0,2,1968.4,,2214.1,2025-05,,1,0,2165.3
Iga Swiatek,2,24.1,2172.6,,2,2116.6,2,2085.6,1,1982.0,,2291.0,2024-07,,2,0,2188.4
Coco Gauff,3,21.4,2093.2,,3,2029.6,3,2054.1,3,1852.3,,2155.7,2024-01,,3,0,2057.0
Elena Rybakina,4,26.1,2036.4,,5,1992.0,4,1943.1,4,1852.1,,2155.6,2024-04,,10,-0.92,2059.9
Mirra Andreeva,5,18.2,2022.7,,4,2021.7,6,1938.6,13,1789.7,,2159.2,2025-03,,5,0,1989.0
Jasmine Paolini,6,29.5,2009.7,,7,1946.0,5,1941.9,8,1814.2,,2034.9,2025-05,,8,-0.29,2026.1
Madison Keys,7,30.4,2004.0,,6,1955.6,8,1915.0,9,1810.1,,2090.1,2016-08,,6,0.15,1985.0
Elina Svitolina,8,30.9,1987.3,,10,1914.3,7,1924.6,11,1794.9,,2120.6,2018-05,,15,-0.63,2002.2
Jessica Pegula,9,31.4,1973.5,,8,1939.9,10,1849.1,6,1816.8,,2094.9,2024-01,,4,0.81,1903.9
Amanda Anisimova,10,23.9,1973.4,,11,1908.4,12,1823.8,5,1847.4,,2013.4,2022-08,,9,0.11,1997.1
Victoria Mboko,11,18.9,1969.6,,9,1925.7,20,1811.4,39,1698.7,,1969.6,2025-07,,23,-0.74,2035.1
Emma Raducanu,12,22.7,1947.8,,13,1889.4,15,1817.8,16,1764.8,,1998.0,2021-08,,36,-1.10,1958.3
Qinwen Zheng,13,22.7,1926.9,,15,1878.0,9,1879.1,53,1671.3,,2098.3,2024-11,,7,0.62,1972.6
Clara Tauson,14,22.6,1925.7,,14,1885.8,27,1791.4,27,1729.9,,1949.0,2025-07,,14,0,1960.7
Elise Mertens,15,29.7,1925.2,,19,1860.7,11,1836.1,14,1771.1,,2042.7,2021-04,,21,-0.34,1949.0
Ekaterina Alexandrova,16,30.7,1924.6,,21,1856.8,13,1822.9,10,1799.1,,1977.2,2020-02,,12,0.29,1940.1
Marketa Vondrousova,17,26.1,1924.4,,28,1827.7,23,1796.7,7,1814.7,,2062.5,2023-08,,60,-1.26,1964.3
Belinda Bencic,18,28.4,1919.7,,16,1873.0,43,1756.9,18,1756.3,,2100.0,2015-09,,19,-0.05,1936.6
Naomi Osaka,19,27.7,1915.6,,17,1872.4,24,1795.0,32,1712.7,,2193.3,2021-03,,24,-0.23,1965.1
Anna Kalinskaya,20,26.6,1909.6,,18,1868.1,40,1762.1,24,1735.8,,1948.6,2024-04,,29,-0.37,1955.9
Karolina Muchova,21,28.9,1908.2,,12,1894.9,33,1777.5,37,1700.8,,2029.1,2023-08,,13,0.48,1822.4
Liudmila Samsonova,22,26.7,1895.5,,30,1822.3,22,1804.1,12,1792.3,,1984.3,2023-10,,20,0.10,1891.2
Marta Kostyuk,23,23.1,1888.2,,20,1858.8,19,1812.5,61,1653.1,,1986.1,2024-04,,28,-0.20,1871.8
Veronika Kudermetova,24,28.2,1880.4,,24,1834.4,28,1786.6,26,1731.5,,1981.1,2023-05,,25,-0.04,1936.5
Diana Shnaider,25,21.3,1879.5,,25,1830.1,17,1814.4,25,1733.6,,1976.1,2024-08,,17,0.39,1872.4
Linda Noskova,26,20.7,1874.8,,29,1827.5,56,1725.0,21,1739.5,,1946.1,2025-02,,32,-0.21,1861.3
Dayana Yastremska,27,25.2,1874.2,,34,1805.1,32,1779.2,28,1729.6,,1978.4,2019-02,,31,-0.14,1939.7
Victoria Azarenka,28,35.9,1872.3,,23,1835.8,36,1767.8,31,1718.4,,2312.3,2013-03,,132,-1.55,1743.9
Marie Bouzkova,29,27.0,1869.4,,26,1829.6,34,1776.0,47,1682.7,,1958.3,2022-10,,44,-0.42,1917.0
Mccartney Kessler,30,26.0,1862.5,,22,1839.4,103,1625.0,20,1743.6,,1933.3,2025-03,,41,-0.31,1861.8
Jelena Ostapenko,31,28.1,1859.4,,35,1798.5,14,1821.5,15,1769.1,,2029.5,2017-10,,26,0.18,1797.0
Danielle Collins,32,31.6,1859.0,,40,1787.1,16,1816.0,44,1687.6,,2061.1,2024-05,,61,-0.65,1800.6
