Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,WTA Rank,Log diff,yElo
Aryna Sabalenka,1,26.7,2150.1,,1,2095.9,2,2057.9,1,1948.2,,2197.5,2025-01,,1,0,1944.1
Iga Swiatek,2,23.7,2137.3,,2,2086.5,1,2083.6,3,1861.5,,2286.8,2024-07,,2,0,1987.9
Coco Gauff,3,20.9,2084.6,,3,2045.2,4,1981.0,2,1864.7,,2150.3,2024-01,,3,0,1863.7
Mirra Andreeva,4,17.8,2049.1,,4,2006.2,5,1942.6,18,1751.0,,2049.1,2025-02,,11,-1.01,2071.0
Qinwen Zheng,5,22.3,2017.0,,7,1955.4,3,1981.8,45,1673.2,,2095.1,2024-11,,9,-0.59,
Elena Rybakina,6,25.6,2013.4,,5,1965.4,6,1898.6,4,1847.9,,2148.5,2024-04,,7,-0.15,1954.4
Jessica Pegula,7,31.0,2001.1,,6,1958.0,12,1824.2,6,1802.7,,2088.6,2024-01,,4,0.56,1952.4
Paula Badosa,8,27.2,1987.4,,9,1934.3,7,1881.2,7,1802.5,,2080.2,2022-01,,10,-0.22,1881.7
Karolina Muchova,9,28.4,1982.7,,8,1946.9,10,1828.8,23,1735.7,,2021.8,2023-08,,15,-0.51,1860.3
Emma Navarro,10,23.7,1940.0,,11,1898.7,9,1835.4,10,1774.6,,1991.1,2024-08,,8,0.22,1903.9
Jasmine Paolini,11,29.1,1934.5,,14,1873.9,8,1857.2,17,1755.7,,1977.5,2024-07,,6,0.61,1761.1
Madison Keys,12,29.9,1934.4,,16,1865.3,15,1810.9,24,1734.7,,2087.8,2016-08,,5,0.88,2156.8
Amanda Anisimova,13,23.4,1932.8,,10,1903.1,31,1756.2,33,1708.7,,2005.1,2022-08,,18,-0.33,1926.7
Belinda Bencic,14,27.9,1928.5,,13,1883.5,21,1786.2,12,1768.4,,2119.5,2016-02,,58,-1.42,1957.6
Linda Noskova,15,20.2,1910.0,,12,1884.1,44,1735.3,50,1659.7,,1930.1,2024-04,,31,-0.73,1921.9
Elina Svitolina,16,30.4,1902.2,,19,1850.4,16,1810.7,20,1749.8,,2109.0,2018-05,,23,-0.36,1792.8
Clara Tauson,17,22.1,1899.7,,15,1869.2,23,1783.3,76,1610.8,,1966.0,2022-01,,21,-0.21,2034.1
Mccartney Kessler,18,25.6,1894.8,,17,1863.5,141,1566.3,38,1682.9,,1908.7,2025-02,,48,-0.98,1918.4
Naomi Osaka,19,27.2,1891.5,,18,1852.6,43,1736.0,37,1684.0,,2195.3,2021-03,,56,-1.08,1872.4
Yulia Putintseva,20,30.1,1889.6,,28,1823.9,14,1811.0,15,1764.2,,1926.4,2025-01,,20,0,1758.8
Elise Mertens,21,29.2,1888.3,,21,1843.8,13,1814.4,32,1710.3,,2041.5,2021-04,,28,-0.29,1906.3
Daria Kasatkina,22,27.7,1887.6,,27,1826.7,11,1826.7,8,1788.0,,2041.1,2018-03,,12,0.61,1771.3
Jelena Ostapenko,23,27.6,1879.3,,24,1833.8,19,1793.1,5,1814.4,,2032.4,2022-02,,26,-0.12,1802.1
Ons Jabeur,24,30.4,1876.6,,31,1813.9,17,1798.4,13,1767.3,,2101.1,2022-06,,32,-0.29,1869.5
Liudmila Samsonova,25,26.2,1874.7,,29,1818.9,34,1748.6,16,1755.9,,1985.2,2023-10,,25,0,1757.7
Leylah Fernandez,26,22.4,1873.9,,26,1829.0,42,1740.3,21,1737.9,,1971.3,2022-03,,27,-0.04,1808.1
Marta Kostyuk,27,22.6,1872.7,,25,1832.6,25,1772.4,46,1672.6,,1986.4,2024-04,,24,0.12,1723.2
Anastasia Pavlyuchenkova,28,33.6,1871.1,,20,1843.9,28,1768.0,52,1655.4,,2062.7,2011-05,,40,-0.36,1798.4
Anna Kalinskaya,29,26.2,1870.7,,23,1835.1,51,1718.7,26,1729.6,,1958.9,2024-02,,33,-0.13,1630.4
Diana Shnaider,30,20.8,1870.7,,32,1813.1,20,1790.4,14,1766.0,,1970.2,2024-08,,13,0.84,1693.3
Ekaterina Alexandrova,31,30.2,1868.8,,22,1837.7,59,1701.8,11,1772.3,,1970.2,2020-02,,19,0.49,1913.0
Anastasia Potapova,32,23.8,1860.5,,33,1813.1,22,1785.2,30,1716.9,,1913.6,2023-06,,34,-0.06,1834.9
Emma Raducanu,33,22.2,1859.5,,35,1799.3,55,1708.9,25,1733.6,,2000.5,2021-08,,55,-0.51,1643.7
Katie Boulter,34,28.4,1851.7,,30,1815.0,104,1622.0,9,1777.2,,1886.3,2024-02,,38,-0.11,1669.9
Ashlyn Krueger,35,20.7,1849.4,,34,1807.6,70,1682.3,47,1672.0,,1897.9,2025-02,,41,-0.16,1834.0
Marketa Vondrousova,36,25.6,1847.9,,39,1786.6,39,1744.5,42,1677.8,,2056.8,2019-05,,45,-0.22,1757.5
Katerina Siniakova,37,28.7,1844.2,,38,1792.8,40,1743.9,22,1737.6,,1935.9,2017-01,,59,-0.47,1785.2
Donna Vekic,38,28.6,1839.3,,46,1769.0,26,1769.5,19,1750.3,,1946.5,2019-08,,22,0.55,1595.1
Danielle Collins,39,31.0,1838.2,,42,1778.5,18,1793.7,48,1669.1,,2066.1,2024-05,,14,1.02,
Beatriz Haddad Maia,40,28.7,1826.5,,43,1771.9,27,1768.9,29,1721.2,,1928.1,2023-08,,17,0.86,
Marie Bouzkova,41,26.4,1826.2,,41,1781.9,41,1740.7,51,1659.4,,1935.9,2022-10,,50,-0.20,1723.4
Caroline Wozniacki,42,34.1,1822.1,,45,1771.6,60,1700.3,34,1706.6,,2251.8,2011-04,,86,-0.72,
Karolina Pliskova,43,32.4,1821.8,,36,1798.6,35,1748.6,28,1723.1,,2083.1,2019-07,,163,-1.33,
Sofia Kenin,44,26.2,1819.8,,40,1783.0,53,1712.8,39,1681.6,,2044.6,2020-02,,47,-0.07,1899.7
Elina Avanesyan,45,22.4,1817.6,,48,1761.4,29,1759.0,44,1674.2,,1854.2,2024-08,,39,0.14,1805.3
Veronika Kudermetova,46,27.8,1817.4,,44,1771.6,33,1754.3,36,1704.3,,1970.3,2023-05,,51,-0.10,1838.2
Sorana Cirstea,47,34.8,1814.1,,37,1794.4,54,1710.5,57,1637.3,,1905.8,2013-08,,111,-0.86,1778.3
Olga Danilovic,48,24.0,1812.7,,56,1739.5,30,1756.9,72,1613.4,,1831.0,2025-02,,43,0.11,1705.4
Camila Osorio,49,23.0,1811.8,,52,1745.3,32,1755.0,40,1681.6,,1859.7,2023-05,,53,-0.08,1705.9
Peyton Stearns,50,23.3,1807.7,,49,1755.7,38,1746.8,111,1552.7,,1841.8,2025-02,,44,0.13,1750.6
Victoria Azarenka,51,35.5,1804.7,,47,1766.5,66,1689.1,53,1652.3,,2329.5,2013-03,,35,0.38,
Eva Lys,52,23.0,1792.6,,54,1742.6,56,1707.3,63,1629.5,,1837.6,2024-10,,78,-0.41,1699.2
