Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Carlos Alcaraz,1,22.3,2294.4,,1,2203.7,1,2227.5,1,2150.6,,2294.4,2025-08,,1,0,2366.7
Jannik Sinner,2,24.0,2243.4,,2,2191.2,2,2129.0,2,2050.1,,2329.6,2025-01,,2,0,2233.4
Novak Djokovic,3,38.2,2080.5,,3,2031.2,4,1992.7,3,1945.5,,2463.2,2016-05,,4,-0.29,2124.7
Alexander Zverev,4,28.3,2058.9,,4,2022.1,3,2002.1,5,1884.4,,2176.5,2022-01,,3,0.29,2032.8
Taylor Fritz,5,27.8,2028.7,,5,1972.1,9,1896.8,4,1938.5,,2054.0,2025-01,,5,0,2021.8
Ben Shelton,6,22.8,1996.2,,6,1951.1,14,1864.4,12,1813.7,,2024.4,2025-08,,6,0,2026.9
Lorenzo Musetti,7,23.4,1992.0,,17,1869.7,5,1990.4,6,1862.0,,2050.5,2025-05,,9,-0.25,1995.7
Jiri Lehecka,8,23.8,1978.9,,7,1929.1,22,1826.3,11,1821.9,,1978.9,2025-09,,16,-0.69,2024.1
Alex De Minaur,9,26.5,1975.6,,8,1926.9,11,1884.9,10,1823.7,,2053.1,2024-06,,8,0.12,1951.9
Tommy Paul,10,28.2,1971.8,,10,1904.0,7,1923.9,9,1838.3,,2028.8,2025-05,,15,-0.41,1929.9
Jack Draper,11,23.6,1957.4,,9,1915.1,19,1841.6,16,1778.5,,2103.8,2025-04,,7,0.45,2032.4
Casper Ruud,12,26.6,1943.6,,19,1859.7,6,1943.9,43,1695.1,,2071.9,2022-05,,12,0,1908.0
Alexander Bublik,13,28.2,1939.4,,30,1815.5,10,1893.7,8,1838.7,,1959.1,2025-08,,19,-0.38,2053.1
Karen Khachanov,14,29.2,1935.6,,13,1879.9,16,1863.8,14,1795.9,,2029.5,2018-10,,10,0.34,1960.3
Daniil Medvedev,15,29.5,1929.3,,11,1898.0,13,1879.3,7,1843.7,,2201.2,2022-01,,18,-0.18,1792.9
Andrey Rublev,16,27.8,1912.3,,15,1873.9,15,1864.4,13,1805.6,,2122.1,2021-04,,14,0.13,1920.7
Holger Rune,17,22.3,1910.2,,14,1878.9,12,1880.3,19,1765.1,,2082.0,2023-05,,11,0.44,1855.8
Felix Auger Aliassime,18,25.0,1908.6,,12,1884.2,23,1825.2,20,1755.6,,2062.7,2022-10,,13,0.33,1949.1
Alejandro Davidovich Fokina,19,26.2,1897.8,,23,1843.7,25,1818.2,30,1726.7,,1934.8,2025-07,,20,-0.05,1896.1
Joao Fonseca,20,19.0,1887.4,,16,1872.0,29,1788.0,46,1684.9,,1992.5,2025-03,,42,-0.74,1878.1
Sebastian Korda,21,25.1,1886.0,,22,1846.0,35,1766.1,17,1775.2,,2020.7,2023-01,,79,-1.32,1841.7
Francisco Cerundolo,22,27.0,1884.2,,21,1848.8,17,1850.5,57,1664.3,,1961.6,2025-04,,21,0.05,1857.2
Thanasi Kokkinakis,23,28.7,1872.6,,28,1822.4,34,1771.4,66,1643.4,,1890.3,2015-06,,298,-2.56,1739.8
Arthur Fils,24,21.1,1872.6,,34,1795.5,18,1842.4,32,1722.4,,1985.3,2025-04,,23,0.04,1986.9
Flavio Cobolli,25,23.3,1872.5,,40,1772.5,21,1828.0,21,1748.5,,1895.6,2025-07,,25,0,1886.8
Tomas Machac,26,24.8,1871.4,,18,1862.6,43,1745.7,36,1708.6,,1972.7,2025-04,,22,0.17,1801.1
Stefanos Tsitsipas,27,27.0,1866.7,,29,1818.2,8,1904.8,37,1707.4,,2145.1,2021-05,,27,0,1733.8
Grigor Dimitrov,28,34.1,1862.3,,27,1824.2,38,1763.9,35,1710.4,,2111.5,2014-08,,28,0,1891.0
Tallon Griekspoor,29,29.1,1860.0,,31,1802.3,28,1791.7,15,1787.1,,1951.8,2025-06,,31,-0.07,1786.6
Gael Monfils,30,38.9,1859.9,,25,1836.5,60,1718.8,49,1680.0,,2087.1,2016-10,,52,-0.55,1708.6
Jakub Mensik,31,20.0,1855.7,,24,1839.4,40,1758.3,44,1689.1,,1968.7,2025-04,,17,0.60,1835.1
Gabriel Diallo,32,23.9,1853.5,,42,1766.0,42,1752.7,28,1731.9,,1889.2,2025-06,,35,-0.09,1862.7
Corentin Moutet,33,26.3,1843.7,,45,1760.4,37,1764.8,24,1738.1,,1848.0,2025-07,,39,-0.17,1888.2
Cameron Norrie,34,30.0,1843.2,,41,1771.7,24,1822.3,22,1742.3,,2028.6,2022-08,,34,0,1881.2
Ugo Humbert,35,27.1,1842.2,,20,1852.7,59,1718.9,38,1707.2,,2017.7,2024-03,,24,0.38,1713.7
Frances Tiafoe,36,27.6,1840.3,,32,1799.9,30,1785.2,33,1721.0,,1974.0,2023-06,,29,0.22,1808.6
Alexei Popyrin,37,26.0,1839.2,,35,1792.7,27,1793.6,59,1663.8,,1902.2,2024-10,,40,-0.08,1814.5
Denis Shapovalov,38,26.3,1837.1,,26,1830.4,45,1733.8,58,1664.1,,1983.2,2020-01,,26,0.38,1788.1
Luciano Darderi,39,23.5,1837.1,,120,1628.9,20,1834.0,85,1619.7,,1857.0,2024-06,,30,0.26,1889.7
Brandon Nakashima,40,24.0,1835.9,,33,1795.9,46,1731.5,23,1740.3,,1909.5,2024-09,,33,0.19,1832.7
Hubert Hurkacz,41,28.3,1830.8,,44,1762.9,36,1766.1,25,1737.3,,2022.5,2024-06,,71,-0.55,1920.5
Jordan Thompson,42,31.3,1828.9,,36,1791.6,114,1632.9,26,1736.9,,1891.2,2024-12,,78,-0.62,1722.1
Matteo Berrettini,43,29.2,1826.4,,46,1755.0,26,1815.2,27,1734.0,,2065.7,2022-07,,57,-0.28,1882.6
Alex Michelsen,44,20.9,1817.0,,38,1776.9,100,1658.3,40,1706.1,,1904.8,2025-01,,32,0.32,1793.8
Ignacio Buse,45,21.4,1814.7,,115,1636.7,31,1780.4,111,1580.8,,1814.7,2025-09,,113,-0.92,1853.1
Jenson Brooksby,46,24.8,1808.2,,47,1752.7,48,1730.3,34,1711.5,,2005.3,2022-03,,86,-0.63,1792.0
Hamad Medjedovic,47,22.1,1804.9,,39,1776.3,44,1739.0,71,1635.1,,1844.2,2025-04,,66,-0.34,1803.2
Learner Tien,48,19.7,1794.2,,37,1777.5,172,1549.4,67,1639.4,,1888.2,2025-02,,54,-0.12,1793.3
Reilly Opelka,49,27.9,1792.8,,43,1764.2,69,1703.5,63,1656.5,,1927.5,2022-04,,62,-0.24,1802.6
Matteo Arnaldi,50,24.5,1791.9,,48,1750.3,32,1773.6,101,1597.2,,1902.9,2024-06,,73,-0.38,1737.3
Roberto Bautista Agut,51,37.3,1790.9,,56,1724.8,47,1730.8,29,1729.5,,2033.8,2016-02,,48,0.06,1756.4
Marin Cilic,52,36.9,1789.9,,51,1737.0,66,1710.8,18,1765.8,,2100.4,2010-02,,59,-0.13,1763.6
Marton Fucsovics,53,33.5,1788.6,,50,1737.5,55,1724.1,31,1726.0,,1924.2,2021-03,,58,-0.09,1771.2
Arthur Rinderknech,54,30.1,1785.4,,61,1718.7,62,1712.9,52,1672.9,,1869.2,2022-10,,56,-0.04,1844.5
Jaume Munar,55,28.3,1780.7,,60,1718.7,61,1718.4,80,1625.2,,1819.0,2021-04,,37,0.40,1797.3
Marcos Giron,56,32.0,1780.6,,53,1733.4,95,1662.0,39,1707.1,,1874.1,2025-03,,50,0.11,1692.2
Kamil Majchrzak,57,29.6,1780.1,,49,1745.8,53,1725.3,50,1675.7,,1810.1,2025-04,,61,-0.07,1805.5
Laslo Djere,58,30.1,1775.8,,79,1687.4,33,1772.5,90,1610.5,,1854.6,2023-09,,77,-0.28,1763.1
Jan Lennard Struff,59,35.3,1775.5,,73,1704.9,56,1724.1,61,1661.0,,1935.1,2024-07,,97,-0.50,1817.2
Kei Nishikori,60,35.5,1772.5,,52,1733.8,101,1650.2,84,1620.4,,2194.2,2016-08,,91,-0.42,1735.4
Dino Prizmic,61,20.0,1767.7,,72,1705.5,58,1721.2,113,1579.9,,1782.9,2025-08,,121,-0.68,1793.8
Filip Misolic,62,24.0,1766.0,,123,1625.4,41,1753.2,83,1620.7,,1829.4,2025-07,,92,-0.39,1786.2
Fabian Marozsan,63,25.9,1762.3,,74,1699.4,57,1721.2,107,1582.3,,1867.2,2024-04,,55,0.14,1725.7
Giovanni Mpetshi Perricard,64,22.1,1760.9,,62,1718.6,81,1685.9,60,1662.7,,1862.8,2024-12,,36,0.58,1729.8
