Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Carlos Alcaraz,1,22.1,2246.5,,2,2129.0,1,2203.5,1,2129.1,,2246.5,2025-06,,2,-0.69,2300.5
Jannik Sinner,2,23.8,2208.4,,1,2177.6,2,2111.5,3,1955.8,,2329.6,2025-01,,1,0.69,2109.8
Novak Djokovic,3,38.0,2161.4,,3,2114.7,3,2083.2,2,2037.2,,2463.2,2016-05,,6,-0.69,2050.1
Jack Draper,4,23.4,2075.6,,4,2023.7,7,1950.8,7,1898.2,,2103.8,2025-04,,4,0,2070.3
Alexander Zverev,5,28.1,2065.3,,5,2023.5,5,2005.3,5,1905.3,,2176.5,2022-01,,3,0.51,2030.5
Lorenzo Musetti,6,23.2,2044.2,,16,1890.3,4,2016.5,4,1913.4,,2050.5,2025-05,,7,-0.15,2132.1
Tommy Paul,7,28.0,2023.6,,8,1942.1,8,1949.8,6,1899.9,,2028.8,2025-05,,13,-0.62,2067.2
Taylor Fritz,8,27.6,1992.3,,6,1955.0,16,1878.6,9,1881.0,,2054.0,2025-01,,5,0.47,1914.8
Daniil Medvedev,9,29.3,1989.1,,7,1954.1,13,1909.3,8,1890.8,,2201.2,2022-01,,9,0,1930.6
Casper Ruud,10,26.4,1988.6,,13,1896.5,6,1976.1,38,1717.6,,2071.9,2022-05,,15,-0.41,2044.8
Arthur Fils,11,20.9,1983.0,,12,1902.1,9,1947.5,14,1827.6,,1985.4,2025-04,,16,-0.37,2013.4
Alex De Minaur,12,26.3,1971.5,,10,1921.3,14,1882.9,16,1805.5,,2053.1,2024-06,,11,0.09,1934.8
Grigor Dimitrov,13,34.0,1962.7,,9,1929.4,18,1869.1,17,1802.2,,2111.5,2014-08,,21,-0.48,1821.4
Jiri Lehecka,14,23.6,1955.5,,19,1883.6,26,1814.6,13,1831.9,,1966.5,2025-02,,25,-0.58,2002.2
Matteo Berrettini,15,29.0,1954.1,,23,1873.9,11,1934.1,10,1873.1,,2065.7,2022-07,,35,-0.85,1933.4
Holger Rune,16,22.1,1952.2,,11,1906.8,12,1911.1,15,1810.5,,2082.0,2023-05,,8,0.69,1926.1
Hubert Hurkacz,17,28.3,1945.8,,21,1877.9,15,1881.1,11,1852.3,,2022.5,2024-06,,39,-0.83,1920.5
Stefanos Tsitsipas,18,26.8,1933.3,,20,1880.1,10,1938.1,22,1761.4,,2145.1,2021-05,,26,-0.37,1866.3
Tallon Griekspoor,19,28.8,1917.8,,24,1869.5,23,1824.8,18,1789.7,,1936.3,2025-03,,34,-0.58,1927.7
Alexander Bublik,20,27.9,1914.6,,40,1792.2,21,1841.0,12,1845.7,,1914.6,2025-06,,30,-0.41,2078.5
Francisco Cerundolo,21,26.8,1913.3,,26,1858.5,17,1875.1,42,1700.1,,1961.6,2025-04,,18,0.15,1904.4
Tomas Machac,22,24.6,1905.9,,15,1893.6,36,1762.9,31,1731.4,,1972.7,2025-04,,23,-0.04,1841.4
Ben Shelton,23,22.6,1902.2,,25,1862.9,24,1817.4,35,1723.0,,1975.5,2024-10,,10,0.83,1861.3
Karen Khachanov,24,29.0,1899.9,,28,1845.6,20,1845.9,24,1743.4,,2029.5,2018-10,,19,0.23,1884.6
Gael Monfils,25,38.7,1898.1,,22,1877.7,48,1738.0,46,1690.6,,2087.1,2016-10,,42,-0.52,1819.1
Joao Fonseca,26,18.8,1896.0,,14,1894.8,31,1792.3,84,1608.8,,1992.5,2025-03,,57,-0.78,1877.9
Andrey Rublev,27,27.6,1891.3,,27,1858.5,19,1853.9,20,1770.4,,2122.1,2021-04,,14,0.66,1837.4
Jakub Mensik,28,19.7,1889.8,,18,1886.4,34,1775.4,53,1670.9,,1968.7,2025-04,,17,0.50,1880.7
Alejandro Davidovich Fokina,29,25.9,1883.8,,31,1831.1,27,1811.2,60,1654.3,,1931.2,2021-05,,28,0.04,1885.5
Ugo Humbert,30,26.9,1878.0,,17,1887.1,50,1736.8,29,1733.1,,2017.7,2024-03,,20,0.41,1755.4
Sebastian Korda,31,24.8,1877.7,,29,1839.7,37,1762.0,19,1771.0,,2020.7,2023-01,,31,0,1802.4
Flavio Cobolli,32,23.1,1876.7,,46,1763.2,22,1830.1,50,1682.3,,1889.7,2024-12,,24,0.29,1929.6
Thanasi Kokkinakis,33,28.7,1872.6,,33,1822.4,35,1771.4,63,1643.4,,1890.3,2015-06,,148,-1.50,1739.8
Gabriel Diallo,34,23.7,1867.4,,44,1774.4,38,1759.7,28,1735.7,,1880.6,2025-06,,41,-0.19,1919.9
Felix Auger Aliassime,35,24.8,1857.0,,32,1829.7,28,1799.4,33,1726.2,,2062.7,2022-10,,27,0.26,1795.1
Frances Tiafoe,36,27.4,1847.2,,35,1803.3,33,1788.7,32,1730.1,,1974.0,2023-06,,12,1.10,1816.5
Jordan Thompson,37,31.1,1846.3,,34,1818.7,109,1641.5,30,1732.5,,1891.2,2024-12,,45,-0.20,1724.5
Alexei Popyrin,38,25.8,1844.4,,41,1781.9,30,1796.2,47,1687.4,,1902.2,2024-10,,22,0.55,1803.8
Denis Shapovalov,39,26.1,1844.0,,30,1836.5,49,1737.3,48,1687.1,,1983.2,2020-01,,29,0.30,1759.2
Matteo Arnaldi,40,24.2,1839.6,,37,1795.1,29,1797.4,64,1643.0,,1902.9,2024-06,,44,-0.10,1820.8
Jacob Fearnley,41,23.9,1834.3,,42,1777.9,41,1756.6,37,1717.7,,1910.0,2024-10,,51,-0.22,1827.8
Alex Michelsen,42,20.8,1830.4,,36,1795.2,90,1665.0,36,1718.8,,1904.8,2025-01,,33,0.24,1798.5
Brandon Nakashima,43,23.8,1827.8,,39,1792.9,54,1727.4,25,1741.3,,1909.5,2024-09,,32,0.30,1821.0
Cameron Norrie,44,29.8,1827.8,,47,1759.3,25,1814.7,43,1697.9,,2028.6,2022-08,,61,-0.33,1883.6
Marcos Giron,45,31.8,1824.9,,38,1793.2,81,1684.2,26,1740.0,,1874.1,2025-03,,46,-0.02,1765.9
Fabian Marozsan,46,25.6,1824.3,,51,1749.1,42,1752.2,74,1625.4,,1867.2,2024-04,,58,-0.23,1839.4
Roberto Bautista Agut,47,37.1,1810.6,,60,1732.6,44,1749.7,23,1757.7,,2033.8,2016-02,,43,0.09,1831.2
Zizou Bergs,48,26.0,1806.4,,43,1775.7,76,1693.9,41,1703.6,,1859.2,2025-03,,50,-0.04,1781.3
Nuno Borges,49,28.3,1800.9,,45,1763.6,39,1759.1,97,1591.1,,1843.6,2025-03,,37,0.28,1774.8
Laslo Djere,50,30.0,1798.2,,74,1698.6,32,1792.1,73,1629.3,,1854.6,2023-09,,62,-0.22,1836.2
Corentin Moutet,51,26.1,1793.8,,68,1718.1,56,1724.3,44,1694.9,,1830.6,2022-09,,83,-0.49,1846.1
Marton Fucsovics,52,33.3,1790.9,,57,1735.2,52,1731.6,27,1738.1,,1924.2,2021-03,,103,-0.68,1789.0
Marin Cilic,53,36.7,1790.3,,54,1742.3,58,1724.1,21,1765.5,,2100.4,2010-02,,85,-0.47,1769.7
Borna Coric,54,28.5,1790.3,,55,1742.0,43,1751.1,59,1658.2,,2011.6,2019-01,,84,-0.44,1847.2
Filip Misolic,55,23.8,1788.6,,98,1645.1,40,1757.5,128,1554.9,,1788.6,2025-06,,110,-0.69,1884.0
Giovanni Mpetshi Perricard,56,21.9,1785.9,,50,1750.9,73,1698.4,51,1682.3,,1862.8,2024-12,,36,0.44,1745.9
David Goffin,57,34.3,1782.6,,56,1740.2,55,1725.9,34,1723.4,,2048.7,2017-04,,63,-0.10,1702.9
Kei Nishikori,58,35.3,1782.1,,53,1746.5,98,1655.0,75,1625.2,,2194.2,2016-08,,66,-0.13,1771.2
Juncheng Shang,59,19.9,1781.5,,59,1733.3,96,1658.1,54,1668.6,,1895.7,2024-09,,76,-0.25,1648.0
Alexandre Muller,60,28.3,1777.2,,76,1696.1,46,1744.4,101,1587.6,,1801.7,2025-05,,40,0.41,1798.1
