Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Carlos Alcaraz,1,22.1,2246.4,,2,2128.9,1,2203.5,1,2126.6,,2259.0,2025-06,,2,-0.69,2289.9
Jannik Sinner,2,23.8,2241.4,,1,2194.1,2,2128.0,2,2049.1,,2329.6,2025-01,,1,0.69,2224.5
Novak Djokovic,3,38.1,2164.7,,3,2116.3,3,2084.8,3,2037.6,,2463.2,2016-05,,6,-0.69,2089.6
Jack Draper,4,23.5,2055.8,,5,2013.8,7,1940.9,6,1877.8,,2103.8,2025-04,,5,-0.22,2030.4
Alexander Zverev,5,28.1,2050.0,,4,2015.9,5,1997.6,5,1879.9,,2176.5,2022-01,,3,0.51,1987.1
Taylor Fritz,6,27.7,2033.3,,6,1972.7,14,1899.1,4,1940.8,,2054.0,2025-01,,4,0.41,2044.8
Alex De Minaur,7,26.4,2007.1,,7,1957.8,12,1900.7,11,1839.4,,2053.1,2024-06,,8,-0.13,2032.2
Lorenzo Musetti,8,23.3,2006.8,,23,1862.8,4,1997.8,7,1869.4,,2050.5,2025-05,,10,-0.22,2032.8
Tommy Paul,9,28.1,1989.9,,10,1925.3,8,1933.0,9,1847.4,,2028.8,2025-05,,15,-0.51,1971.5
Casper Ruud,10,26.5,1974.2,,13,1889.3,6,1959.2,40,1710.4,,2071.9,2022-05,,13,-0.26,1999.0
Grigor Dimitrov,11,34.1,1972.3,,9,1934.2,16,1873.9,13,1820.4,,2111.5,2014-08,,20,-0.60,1891.0
Daniil Medvedev,12,29.4,1969.5,,8,1941.0,13,1899.5,8,1863.8,,2201.2,2022-01,,14,-0.15,1888.9
Alexander Bublik,13,28.0,1938.3,,35,1804.1,15,1893.1,12,1838.2,,1938.3,2025-07,,25,-0.65,2083.4
Matteo Berrettini,14,29.2,1936.4,,21,1865.0,10,1925.2,10,1844.0,,2065.7,2022-07,,57,-1.40,1882.6
Holger Rune,15,22.1,1933.2,,11,1897.3,11,1901.6,19,1776.5,,2082.0,2023-05,,9,0.51,1882.4
Jiri Lehecka,16,23.6,1930.8,,20,1866.5,27,1802.2,15,1797.8,,1966.5,2025-02,,27,-0.52,1942.3
Ben Shelton,17,22.7,1924.8,,16,1881.7,22,1828.7,18,1778.0,,1975.5,2024-10,,7,0.89,1920.5
Tallon Griekspoor,18,29.0,1922.2,,19,1871.6,25,1822.8,14,1818.2,,1951.8,2025-06,,31,-0.54,1926.9
Stefanos Tsitsipas,19,26.8,1917.6,,18,1872.2,9,1930.2,30,1732.8,,2145.1,2021-05,,30,-0.46,1820.3
Alejandro Davidovich Fokina,20,26.1,1915.4,,24,1860.4,23,1827.0,28,1735.5,,1931.2,2021-05,,19,0.05,1945.3
Karen Khachanov,21,29.1,1913.7,,25,1852.5,17,1852.8,17,1785.0,,2029.5,2018-10,,16,0.27,1924.9
Joao Fonseca,22,18.8,1898.7,,12,1896.1,30,1793.7,47,1690.5,,1992.5,2025-03,,49,-0.80,1886.2
Tomas Machac,23,24.7,1888.5,,15,1885.0,41,1754.3,38,1717.2,,1972.7,2025-04,,22,0.04,1804.5
Jakub Mensik,24,19.8,1887.7,,14,1885.4,35,1774.3,42,1705.2,,1968.7,2025-04,,18,0.29,1879.1
Gael Monfils,25,38.8,1883.9,,22,1863.8,54,1730.9,45,1692.1,,2087.1,2016-10,,48,-0.65,1782.3
Flavio Cobolli,26,23.2,1881.8,,42,1770.5,21,1832.7,22,1753.1,,1895.6,2025-07,,17,0.42,1918.2
Andrey Rublev,27,27.7,1879.9,,27,1840.4,18,1848.2,16,1789.4,,2122.1,2021-04,,11,0.90,1817.7
Arthur Fils,28,20.9,1878.0,,37,1797.1,20,1842.5,36,1722.6,,1985.4,2025-04,,21,0.29,2013.4
Sebastian Korda,29,24.8,1877.7,,29,1839.7,40,1762.0,21,1771.0,,2020.7,2023-01,,33,-0.13,1802.4
Francisco Cerundolo,30,26.9,1876.9,,28,1840.3,19,1846.8,57,1660.7,,1961.6,2025-04,,24,0.22,1827.9
Gabriel Diallo,31,23.8,1875.1,,39,1781.7,39,1763.6,27,1742.8,,1890.0,2025-06,,36,-0.15,1909.2
Thanasi Kokkinakis,32,28.7,1872.6,,32,1822.4,37,1771.4,69,1643.4,,1890.3,2015-06,,161,-1.62,1739.8
Ugo Humbert,33,27.0,1865.2,,17,1880.7,55,1730.4,37,1718.7,,2017.7,2024-03,,23,0.36,1752.6
Jordan Thompson,34,31.1,1859.3,,31,1825.3,104,1648.1,24,1752.1,,1891.2,2024-12,,44,-0.26,1804.6
Felix Auger Aliassime,35,24.8,1853.4,,30,1828.0,28,1797.7,33,1728.0,,2062.7,2022-10,,28,0.22,1801.3
Cameron Norrie,36,29.9,1851.7,,41,1776.6,24,1826.6,25,1746.6,,2028.6,2022-08,,39,-0.08,1916.3
Denis Shapovalov,37,26.2,1850.5,,26,1849.6,46,1740.5,54,1670.7,,1983.2,2020-01,,29,0.24,1804.2
Frances Tiafoe,38,27.4,1849.9,,33,1808.9,31,1790.0,34,1725.8,,1974.0,2023-06,,12,1.15,1833.3
Hubert Hurkacz,39,28.3,1845.8,,40,1777.9,32,1781.1,23,1752.3,,2022.5,2024-06,,37,0.05,1920.5
Brandon Nakashima,40,23.9,1845.1,,34,1807.4,49,1736.1,26,1744.9,,1909.5,2024-09,,32,0.22,1858.8
Corentin Moutet,41,26.2,1838.0,,48,1758.8,45,1746.4,29,1735.3,,1844.5,2025-07,,46,-0.12,1899.2
Matteo Arnaldi,42,24.4,1835.6,,36,1799.8,29,1795.4,87,1619.1,,1902.9,2024-06,,41,0.02,1819.2
Luciano Darderi,43,23.4,1830.9,,164,1562.1,26,1822.4,90,1616.6,,1857.0,2024-06,,35,0.21,1903.2
Marcos Giron,44,31.9,1823.5,,38,1784.2,82,1683.5,32,1728.6,,1874.1,2025-03,,59,-0.29,1778.4
Jacob Fearnley,45,23.9,1818.3,,43,1769.9,43,1748.6,50,1678.2,,1910.0,2024-10,,55,-0.20,1808.0
Alexei Popyrin,46,25.9,1811.8,,47,1758.9,34,1779.9,61,1650.1,,1902.2,2024-10,,26,0.57,1722.5
Marin Cilic,47,36.7,1810.4,,52,1752.4,51,1734.2,20,1776.1,,2100.4,2010-02,,63,-0.29,1841.8
Jenson Brooksby,48,24.7,1809.6,,45,1760.4,53,1731.0,39,1712.2,,2005.3,2022-03,,102,-0.75,1786.1
