Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Jannik Sinner,1,23.4,2219.6,,1,2185.7,3,2046.3,3,1974.0,,2329.6,2025-01,,1,0,2012.2
Novak Djokovic,2,37.8,2172.6,,2,2120.2,2,2092.4,2,2042.8,,2463.2,2016-05,,5,-0.92,1964.4
Carlos Alcaraz,3,21.8,2143.2,,3,2077.3,1,2101.9,1,2063.7,,2243.6,2023-08,,3,0,1990.8
Jack Draper,4,23.2,2072.4,,5,2022.1,25,1816.6,5,1886.0,,2095.2,2025-03,,7,-0.56,2074.1
Alexander Zverev,5,27.9,2066.5,,4,2024.1,4,2003.8,6,1881.9,,2176.5,2022-01,,2,0.92,1899.0
Taylor Fritz,6,27.3,2022.2,,6,1970.0,8,1928.2,7,1878.4,,2054.0,2025-01,,4,0.41,1930.5
Daniil Medvedev,7,29.0,2006.0,,7,1962.5,9,1920.3,4,1899.0,,2201.2,2022-01,,11,-0.45,1877.7
Grigor Dimitrov,8,33.8,1994.0,,8,1945.0,10,1906.8,13,1817.8,,2111.5,2014-08,,18,-0.81,1895.8
Alex De Minaur,9,26.0,1975.1,,12,1923.0,19,1845.5,12,1822.5,,2053.1,2024-06,,10,-0.11,1948.3
Tommy Paul,10,27.8,1974.4,,14,1917.5,16,1874.5,8,1875.3,,2008.2,2024-08,,13,-0.26,1907.8
Joao Fonseca,11,18.5,1971.8,,9,1932.7,20,1841.5,53,1666.4,,1992.5,2025-03,,59,-1.68,1995.0
Tomas Machac,12,24.4,1966.3,,11,1923.9,23,1827.1,24,1747.7,,1970.8,2025-02,,21,-0.56,1975.9
Jakub Mensik,13,19.5,1961.0,,13,1922.0,27,1810.2,48,1682.4,,1961.0,2025-03,,24,-0.61,2042.9
Ugo Humbert,14,26.7,1954.0,,10,1925.1,29,1802.0,19,1786.9,,2017.7,2024-03,,20,-0.36,1886.3
Stefanos Tsitsipas,15,26.5,1953.7,,17,1890.3,5,1984.0,20,1780.9,,2145.1,2021-05,,8,0.63,1896.8
Holger Rune,16,21.8,1951.7,,15,1906.5,12,1895.4,14,1805.8,,2082.0,2023-05,,12,0.29,1891.3
Matteo Berrettini,17,28.9,1948.6,,21,1871.1,6,1948.6,9,1870.3,,2065.7,2022-07,,27,-0.46,1904.1
Casper Ruud,18,26.2,1934.0,,24,1869.2,7,1948.4,44,1690.2,,2071.9,2022-05,,6,1.10,1880.7
Gael Monfils,19,38.5,1931.3,,16,1894.3,51,1739.5,33,1724.4,,2087.1,2016-10,,42,-0.79,1953.8
Hubert Hurkacz,20,28.0,1930.6,,22,1870.3,14,1881.5,11,1833.0,,2022.5,2024-06,,22,-0.10,1790.1
Arthur Fils,21,20.7,1927.0,,18,1874.1,18,1870.1,15,1799.6,,1955.5,2024-10,,15,0.34,1906.9
Lorenzo Musetti,22,23.0,1924.1,,32,1830.3,11,1901.6,10,1853.4,,1980.1,2024-08,,16,0.32,1864.2
Ben Shelton,23,22.4,1919.7,,20,1871.6,33,1774.6,30,1730.4,,1975.5,2024-10,,14,0.50,1840.3
Tallon Griekspoor,24,28.6,1917.7,,23,1869.4,28,1806.7,17,1789.7,,1928.2,2025-03,,37,-0.43,1951.8
Francisco Cerundolo,25,26.5,1917.3,,27,1860.5,15,1880.5,36,1717.3,,1948.1,2023-07,,23,0.08,1966.2
Denis Shapovalov,26,25.9,1916.9,,19,1872.9,24,1818.1,26,1742.8,,1983.2,2020-01,,30,-0.14,1948.5
Felix Auger Aliassime,27,24.6,1915.7,,28,1859.1,17,1873.4,27,1741.3,,2062.7,2022-10,,19,0.35,1888.2
Jiri Lehecka,28,23.3,1912.2,,26,1861.9,35,1771.4,40,1706.1,,1966.5,2025-02,,29,-0.04,1887.4
Andrey Rublev,29,27.4,1910.8,,25,1868.2,13,1893.2,16,1794.2,,2122.1,2021-04,,9,1.17,1819.9
Sebastian Korda,30,24.6,1910.7,,29,1856.1,43,1758.8,18,1787.5,,2020.7,2023-01,,25,0.18,1794.3
Karen Khachanov,31,28.8,1883.3,,30,1837.3,22,1831.6,42,1704.7,,2029.5,2018-10,,26,0.18,1698.8
Jordan Thompson,32,30.9,1879.5,,31,1835.4,98,1651.6,21,1778.6,,1891.2,2024-12,,35,-0.09,1780.1
Thanasi Kokkinakis,33,28.7,1872.6,,33,1822.4,36,1771.4,64,1643.4,,1890.3,2015-06,,91,-1.01,1739.8
Rafael Nadal,34,38.4,1868.6,,43,1775.2,21,1835.9,46,1684.3,,2361.9,2009-05,,,,
Alejandro Davidovich Fokina,35,25.7,1859.1,,34,1818.8,32,1783.3,67,1641.9,,1931.2,2021-05,,40,-0.13,1862.2
Marcos Giron,36,31.6,1853.4,,35,1807.4,72,1695.4,22,1765.6,,1874.1,2025-03,,46,-0.25,1825.7
Brandon Nakashima,37,23.6,1851.3,,36,1804.6,38,1763.5,29,1731.8,,1909.5,2024-09,,33,0.11,1856.4
Zizou Bergs,38,25.7,1849.0,,39,1797.0,41,1759.1,39,1706.3,,1859.2,2025-03,,50,-0.27,1860.4
Alex Michelsen,39,20.5,1847.7,,37,1803.9,123,1605.1,37,1713.5,,1904.8,2025-01,,34,0.14,1774.2
Frances Tiafoe,40,27.1,1845.1,,38,1802.3,42,1759.0,25,1743.9,,1974.0,2023-06,,17,0.86,1711.6
Matteo Arnaldi,41,24.0,1838.5,,40,1794.5,30,1797.4,57,1661.0,,1902.9,2024-06,,39,0.05,1800.9
Learner Tien,42,19.2,1825.7,,41,1778.0,214,1490.1,85,1612.8,,1888.2,2025-02,,69,-0.50,1801.0
Alexei Popyrin,43,25.6,1824.5,,44,1771.9,40,1760.7,49,1682.1,,1902.2,2024-10,,28,0.43,
Giovanni Mpetshi Perricard,44,21.6,1821.0,,46,1768.4,66,1711.0,34,1721.0,,1862.8,2024-12,,31,0.35,1730.3
Hamad Medjedovic,45,21.6,1817.5,,42,1775.7,47,1750.4,59,1656.6,,1841.1,2024-05,,72,-0.47,1832.5
Marin Cilic,46,36.4,1815.4,,52,1754.9,39,1763.2,23,1757.1,,2100.4,2010-02,,118,-0.94,1808.2
Nuno Borges,47,28.0,1814.1,,45,1770.2,44,1758.6,99,1591.1,,1843.6,2025-03,,43,0.09,1788.6
Roman Safiullin,48,27.6,1807.7,,51,1759.7,55,1730.7,38,1706.6,,1911.3,2024-01,,68,-0.35,1718.4
Miomir Kecmanovic,49,25.5,1806.7,,54,1751.1,45,1753.0,52,1668.5,,1900.6,2022-04,,48,0.02,1794.5
Jacob Fearnley,50,23.6,1804.6,,49,1763.0,194,1512.3,43,1697.3,,1910.0,2024-10,,73,-0.38,1758.5
Nishesh Basavareddy,51,19.8,1803.9,,48,1764.6,195,1512.0,90,1602.0,,1856.6,2025-01,,108,-0.75,1779.4
Yoshihito Nishioka,52,29.4,1802.8,,47,1764.6,81,1687.4,65,1643.1,,1884.7,2023-01,,70,-0.30,1804.1
Reilly Opelka,53,27.5,1801.0,,50,1760.9,49,1746.7,66,1642.3,,1927.5,2022-04,,104,-0.67,1804.8
Christopher Oconnell,54,30.7,1797.0,,55,1750.7,80,1687.9,50,1668.9,,1812.2,2024-09,,87,-0.48,1782.5
Laslo Djere,55,29.7,1791.7,,75,1695.4,31,1789.0,87,1606.5,,1854.6,2023-09,,78,-0.35,1896.2
David Goffin,56,34.2,1789.9,,57,1743.9,56,1730.6,32,1727.1,,2048.7,2017-04,,54,0.04,1689.7
Lorenzo Sonego,57,29.8,1789.7,,58,1743.3,63,1720.5,54,1665.8,,1895.3,2021-05,,38,0.41,1766.6
Kei Nishikori,58,35.1,1788.8,,56,1749.8,87,1664.1,72,1628.6,,2194.2,2016-08,,66,-0.13,1796.9
Pablo Carreno Busta,59,33.6,1781.5,,53,1754.2,37,1770.6,101,1588.5,,2005.1,2021-08,,110,-0.62,1717.9
Juncheng Shang,60,19.9,1781.5,,60,1733.3,91,1658.1,51,1668.6,,1895.7,2024-09,,60,0,1648.0
Quentin Halys,61,28.3,1780.2,,62,1730.1,75,1693.5,41,1705.0,,1811.4,2023-04,,56,0.09,1797.4
Marton Fucsovics,62,33.1,1778.7,,64,1729.1,57,1730.5,35,1720.1,,1924.2,2021-03,,90,-0.37,1705.4
Colton Smith,63,21.9,1775.7,,59,1736.5,204,1497.8,103,1587.8,,1803.7,2025-03,,200,-1.16,1806.3
Roberto Bautista Agut,64,36.9,1774.4,,69,1714.4,53,1733.9,28,1733.2,,2033.8,2016-02,,52,0.21,
Borna Coric,65,28.3,1772.1,,61,1732.9,50,1739.8,60,1649.1,,2011.6,2019-01,,96,-0.39,1855.3
Flavio Cobolli,66,22.8,1768.5,,72,1709.2,61,1722.5,100,1590.5,,1889.7,2024-12,,45,0.38,1518.5
Gabriel Diallo,67,23.4,1768.2,,65,1724.8,129,1599.4,115,1566.8,,1807.9,2024-10,,81,-0.19,1741.2
Jaume Munar,68,27.8,1768.0,,79,1690.6,58,1729.6,126,1555.0,,1819.0,2021-04,,55,0.21,1817.7
Cameron Norrie,69,29.5,1767.8,,63,1729.3,34,1771.9,45,1687.0,,2028.6,2022-08,,86,-0.22,1671.2
Alexander Bublik,70,27.7,1766.6,,66,1718.2,82,1681.7,31,1729.6,,1904.1,2024-02,,77,-0.10,1749.4
Sebastian Baez,71,24.2,1761.7,,132,1608.4,26,1810.6,132,1551.4,,1941.4,2022-07,,36,0.68,1736.8
Botic Van De Zandschulp,72,29.4,1760.6,,68,1715.7,67,1707.6,79,1619.4,,1938.0,2022-09,,88,-0.20,1697.1
Fabian Marozsan,73,25.4,1760.4,,67,1717.1,79,1688.5,105,1579.8,,1867.2,2024-04,,80,-0.09,1703.5
Jan Lennard Struff,74,34.8,1759.8,,93,1669.5,46,1750.9,61,1647.5,,1935.1,2024-07,,49,0.41,1569.8
Lucas Pouille,75,30.9,1758.9,,70,1711.4,84,1680.8,47,1683.7,,1987.7,2017-06,,112,-0.40,1651.6
Tomas Martin Etcheverry,76,25.6,1753.6,,82,1688.0,48,1747.8,143,1539.4,,1871.7,2023-05,,44,0.55,1649.3
Nicolas Jarry,77,29.3,1747.3,,76,1692.3,52,1736.8,68,1639.5,,1903.0,2023-10,,58,0.28,1570.1
Camilo Ugo Carabelli,78,25.7,1746.8,,116,1625.6,54,1732.2,181,1511.6,,1748.8,2025-03,,63,0.21,1808.6
Alexandre Muller,79,28.1,1746.7,,85,1680.8,64,1720.4,106,1579.6,,1780.8,2025-02,,41,0.66,1738.0
Corentin Moutet,80,25.9,1740.9,,78,1691.7,71,1696.1,77,1623.9,,1830.6,2022-09,,75,0.06,1686.7
Roberto Carballes Baena,81,31.9,1740.7,,88,1673.1,62,1721.1,116,1566.4,,1788.1,2024-07,,51,0.46,1629.5
Mackenzie Mcdonald,82,29.9,1739.2,,71,1709.9,138,1580.7,71,1633.6,,1847.6,2023-03,,100,-0.20,1730.3
Benjamin Bonzi,83,28.7,1737.9,,73,1700.0,124,1604.9,62,1647.0,,1835.8,2022-06,,62,0.29,1586.1
Bu Yunchaokete,84,23.1,1732.8,,81,1689.6,165,1554.0,139,1547.2,,1834.9,2024-09,,67,0.23,1674.3
Kamil Majchrzak,85,29.1,1732.4,,77,1692.1,68,1704.1,58,1659.1,,1798.3,2024-06,,122,-0.36,1668.6
Stan Wawrinka,86,39.9,1731.0,,80,1689.6,74,1695.0,82,1616.3,,2145.5,2016-01,,161,-0.63,1599.3
Alejandro Tabilo,87,27.7,1730.3,,87,1679.5,73,1695.3,56,1663.6,,1895.7,2024-07,,32,1.00,
Zhizhen Zhang,88,28.3,1727.2,,100,1650.9,59,1728.4,83,1614.6,,1830.9,2024-09,,53,0.51,1598.0
Aleksandar Kovacevic,89,26.5,1722.4,,83,1687.6,200,1504.0,138,1547.8,,1758.8,2024-04,,79,0.12,1807.8
Ethan Quinn,90,21.0,1720.6,,84,1681.8,270,1439.7,102,1588.3,,1746.0,2025-03,,130,-0.37,1763.6
Dominik Koepfer,91,30.7,1719.9,,92,1669.9,65,1712.3,84,1613.0,,1822.7,2024-03,,187,-0.72,1561.7
Yibing Wu,92,25.4,1716.2,,74,1697.1,135,1592.7,141,1544.7,,1882.9,2023-03,,419,-1.52,
Yosuke Watanuki,93,26.9,1712.2,,91,1670.7,110,1633.0,78,1622.8,,1798.2,2023-05,,211,-0.82,1728.2
