Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Jannik Sinner,1,23.2,2304.5,,1,2270.8,1,2139.8,1,2073.2,,2304.5,2024-11,,1,0,2331.4
Novak Djokovic,2,37.3,2193.7,,2,2145.7,3,2097.8,3,2052.3,,2470.4,2016-03,,7,-1.25,2139.6
Carlos Alcaraz,3,21.5,2151.9,,3,2076.2,2,2109.7,2,2065.2,,2239.3,2023-08,,3,0,2112.7
Alexander Zverev,4,27.5,2083.8,,4,2029.4,4,2026.1,5,1885.2,,2161.5,2022-01,,2,0.69,2107.8
Daniil Medvedev,5,28.7,2043.6,,5,2007.8,6,1939.5,4,1902.8,,2191.6,2022-01,,5,0,1970.6
Taylor Fritz,6,27.0,2027.2,,6,1974.3,8,1927.3,6,1877.5,,2040.8,2023-04,,4,0.41,2065.2
Grigor Dimitrov,7,33.4,2017.9,,7,1969.5,11,1912.7,12,1837.8,,2091.0,2014-08,,10,-0.36,1984.1
Jack Draper,8,22.8,2000.8,,8,1946.1,28,1779.7,10,1841.6,,2018.5,2024-10,,15,-0.63,2040.9
Hubert Hurkacz,9,27.7,1979.5,,10,1914.8,12,1901.8,7,1873.9,,2023.2,2024-08,,16,-0.58,1953.0
Holger Rune,10,21.5,1968.3,,11,1913.8,10,1921.6,13,1814.3,,2069.4,2023-05,,13,-0.26,1978.1
Tommy Paul,11,27.4,1964.9,,12,1903.9,15,1865.5,8,1867.7,,2010.0,2024-07,,12,-0.09,1957.0
Tomas Machac,12,24.0,1961.0,,9,1919.3,20,1834.2,32,1726.7,,1974.6,2024-10,,25,-0.73,2010.4
Stefanos Tsitsipas,13,26.2,1951.1,,14,1883.9,5,1975.5,17,1776.7,,2133.3,2021-05,,11,0.17,1923.5
Matteo Berrettini,14,28.5,1935.4,,27,1823.6,7,1939.0,9,1847.2,,2072.3,2022-07,,35,-0.92,1917.4
Alex De Minaur,15,25.7,1932.2,,17,1876.9,23,1813.6,14,1794.8,,2038.0,2024-06,,9,0.51,1972.6
Ugo Humbert,16,26.3,1921.3,,13,1902.9,30,1777.4,18,1766.8,,2009.4,2024-03,,14,0.13,1938.5
Sebastian Korda,17,24.1,1920.6,,20,1862.0,36,1759.6,16,1789.9,,2005.0,2023-01,,23,-0.30,1942.9
Lorenzo Musetti,18,22.6,1919.7,,31,1809.1,13,1898.3,11,1839.2,,1972.5,2024-08,,17,0.06,1929.9
Ben Shelton,19,22.0,1917.2,,15,1879.2,37,1758.3,33,1726.1,,1960.4,2024-10,,21,-0.10,1927.2
Andrey Rublev,20,27.0,1916.6,,16,1877.7,14,1889.5,15,1791.5,,2106.1,2021-04,,8,0.92,1846.8
Karen Khachanov,21,28.4,1911.7,,19,1869.3,18,1840.3,37,1707.4,,2015.2,2018-10,,19,0.10,1962.3
Arthur Fils,22,20.3,1909.8,,22,1850.8,17,1844.5,19,1761.9,,1920.0,2024-10,,20,0.10,1935.4
Jakub Mensik,23,19.1,1905.5,,18,1871.6,25,1792.7,63,1653.8,,1912.2,2024-10,,49,-0.76,1927.9
Casper Ruud,24,25.8,1901.8,,25,1828.5,9,1926.7,51,1669.1,,2063.7,2022-05,,6,1.39,1834.9
Gael Monfils,25,38.1,1883.8,,21,1858.1,61,1710.1,40,1700.6,,2068.0,2015-04,,55,-0.79,1914.0
Thanasi Kokkinakis,26,28.5,1877.8,,23,1834.0,34,1765.3,62,1656.7,,1877.8,2024-10,,77,-1.09,1941.3
Jan Lennard Struff,27,34.5,1876.7,,45,1763.6,16,1853.6,23,1753.2,,1925.7,2024-07,,43,-0.47,1869.7
Alexei Popyrin,28,25.2,1874.8,,26,1825.0,29,1779.6,39,1705.3,,1893.4,2024-08,,24,0.15,1924.2
Felix Auger Aliassime,29,24.2,1868.0,,33,1802.4,19,1838.4,31,1728.1,,2052.8,2022-10,,29,0,1836.6
Rafael Nadal,30,38.1,1865.2,,39,1776.0,21,1822.6,48,1682.6,,2370.4,2009-05,,154,-1.64,1841.9
Jordan Thompson,31,30.5,1861.1,,28,1823.4,104,1638.9,22,1755.6,,1877.1,2024-08,,26,0.18,1894.1
Flavio Cobolli,32,22.4,1860.8,,24,1831.9,35,1761.7,73,1633.7,,1860.8,2024-10,,32,0,1906.4
Denis Shapovalov,33,25.5,1852.9,,29,1813.3,27,1781.3,36,1707.6,,1970.2,2020-01,,56,-0.53,1918.6
Frances Tiafoe,34,26.7,1847.7,,32,1803.8,38,1755.9,21,1756.3,,1959.8,2023-06,,18,0.64,1842.6
Tallon Griekspoor,35,28.3,1846.6,,35,1796.3,32,1770.7,24,1752.7,,1925.2,2022-01,,40,-0.13,1833.3
Milos Raonic,36,33.5,1839.9,,34,1802.1,46,1742.3,26,1748.3,,2156.2,2016-06,,235,-1.88,1770.7
Alex Michelsen,37,20.1,1839.8,,30,1809.5,131,1600.0,38,1706.4,,1862.0,2024-11,,42,-0.13,1858.0
Juncheng Shang,38,19.7,1838.8,,36,1793.6,73,1687.2,43,1694.6,,1902.7,2024-09,,51,-0.29,1852.5
Roman Safiullin,39,27.2,1829.6,,37,1783.0,49,1735.3,35,1710.0,,1894.2,2024-01,,60,-0.43,1851.6
Jiri Lehecka,40,22.9,1821.6,,50,1759.1,58,1715.4,56,1664.1,,1908.4,2024-04,,28,0.36,1860.8
Francisco Cerundolo,41,26.2,1820.2,,53,1750.3,22,1818.6,52,1667.3,,1938.1,2023-07,,30,0.31,1821.0
Roberto Bautista Agut,42,36.5,1818.1,,44,1763.8,41,1750.5,25,1750.8,,2014.6,2016-02,,46,-0.09,1853.1
Pablo Carreno Busta,43,33.2,1817.9,,38,1776.7,24,1806.3,75,1627.3,,2001.9,2021-08,,199,-1.53,1708.3
Marcos Giron,44,31.2,1815.7,,40,1771.2,89,1666.4,27,1742.8,,1842.9,2021-11,,47,-0.07,1851.3
Brandon Nakashima,45,23.2,1813.8,,43,1765.3,51,1732.5,41,1699.3,,1897.5,2021-11,,38,0.17,1806.9
Giovanni Mpetshi Perricard,46,21.3,1808.3,,52,1753.1,65,1700.5,34,1711.2,,1834.8,2024-07,,31,0.39,1828.3
David Goffin,47,33.8,1805.3,,48,1761.8,48,1736.7,30,1731.5,,2038.8,2017-05,,52,-0.10,1863.7
Alejandro Davidovich Fokina,48,25.3,1802.6,,42,1765.3,43,1749.5,74,1629.9,,1928.3,2021-05,,62,-0.26,1782.4
Matteo Arnaldi,49,23.6,1798.1,,51,1754.1,31,1771.2,69,1638.4,,1886.8,2024-06,,37,0.28,1770.9
Andy Murray,50,37.0,1796.8,,56,1747.4,45,1742.8,20,1759.7,,2347.3,2017-01,,,,1635.7
Marton Fucsovics,51,32.7,1796.3,,59,1735.0,44,1743.0,29,1734.6,,1924.6,2021-03,,101,-0.68,1755.7
Yoshihito Nishioka,52,28.9,1794.1,,49,1761.0,71,1687.8,70,1637.2,,1891.8,2023-01,,70,-0.30,1812.6
Jacob Fearnley,53,23.3,1793.1,,54,1749.6,202,1506.5,46,1689.1,,1900.4,2024-10,,89,-0.52,1805.1
Nuno Borges,54,27.7,1788.0,,57,1744.1,42,1750.4,105,1576.2,,1830.8,2024-08,,33,0.49,1784.4
Yibing Wu,55,24.9,1785.4,,41,1771.0,106,1635.7,104,1578.2,,1874.7,2023-03,,404,-1.99,1700.0
Alejandro Tabilo,56,27.4,1784.9,,66,1715.3,47,1737.2,44,1694.4,,1881.5,2024-07,,22,0.93,1767.9
Benjamin Bonzi,57,28.4,1782.0,,47,1762.2,113,1622.0,53,1667.2,,1816.2,2022-06,,76,-0.29,1894.6
Zizou Bergs,58,25.4,1779.8,,64,1720.4,57,1716.5,54,1667.0,,1806.7,2024-10,,61,-0.05,1790.4
Emil Ruusuvuori,59,25.3,1779.2,,46,1762.9,95,1661.5,57,1661.2,,1880.8,2023-06,,94,-0.47,1725.7
Tomas Martin Etcheverry,60,25.3,1777.8,,63,1721.8,40,1754.1,132,1548.9,,1845.3,2023-05,,39,0.43,1772.5
Alexander Bublik,61,27.3,1776.4,,61,1727.8,76,1683.2,28,1738.4,,1880.3,2024-03,,34,0.58,1700.2
Cameron Norrie,62,29.2,1775.5,,55,1748.6,33,1767.4,47,1688.0,,2018.1,2022-08,,50,0.22,1737.9
Christopher Oconnell,63,30.4,1775.0,,60,1730.9,87,1670.5,61,1657.1,,1820.5,2024-09,,65,-0.03,1772.1
Gabriel Diallo,64,23.0,1774.8,,58,1740.6,119,1615.8,113,1570.0,,1800.8,2024-10,,86,-0.30,1800.0
Mattia Bellucci,65,23.4,1773.3,,62,1724.1,141,1586.1,55,1667.0,,1802.0,2024-10,,100,-0.43,1792.2
