Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Jannik Sinner,1,23.4,2324.8,,1,2290.5,1,2150.0,1,2083.3,,2324.8,2025-01,,1,0,2002.3
Novak Djokovic,2,37.6,2197.5,,2,2150.0,3,2099.8,3,2054.2,,2470.4,2016-03,,7,-1.25,1962.4
Carlos Alcaraz,3,21.7,2169.2,,3,2102.2,2,2118.4,2,2073.9,,2239.3,2023-08,,3,0,1965.2
Alexander Zverev,4,27.7,2101.7,,4,2049.9,4,2035.1,4,1894.2,,2161.5,2022-01,,2,0.69,1947.0
Grigor Dimitrov,5,33.6,2022.9,,6,1974.8,10,1915.2,10,1840.3,,2091.0,2014-08,,13,-0.96,
Jack Draper,6,23.0,2021.0,,7,1967.0,25,1789.8,9,1851.7,,2021.0,2025-01,,15,-0.92,1753.6
Taylor Fritz,7,27.2,2015.4,,8,1962.4,9,1921.5,6,1871.6,,2040.8,2023-04,,4,0.56,1786.5
Daniil Medvedev,8,28.9,2013.8,,5,1976.2,8,1924.6,5,1887.9,,2191.6,2022-01,,8,0,
Alex De Minaur,9,25.9,1973.9,,10,1922.8,19,1834.5,13,1815.7,,2038.0,2024-06,,6,0.41,1973.9
Tommy Paul,10,27.7,1972.5,,11,1917.0,15,1869.3,7,1871.5,,2010.0,2024-07,,9,0.11,1878.2
Tomas Machac,11,24.3,1970.5,,9,1928.5,18,1839.0,28,1731.5,,1987.9,2025-02,,24,-0.78,1834.1
Hubert Hurkacz,12,27.9,1955.7,,14,1892.9,12,1889.9,8,1862.0,,2023.2,2024-08,,20,-0.51,1773.5
Holger Rune,13,21.7,1946.5,,15,1886.5,11,1910.7,14,1803.4,,2069.4,2023-05,,12,0.08,1747.8
Gael Monfils,14,38.3,1935.5,,12,1907.5,49,1735.9,30,1726.4,,2068.0,2015-04,,33,-0.86,1994.9
Casper Ruud,15,26.1,1928.9,,18,1862.3,6,1940.3,48,1682.7,,2063.7,2022-05,,5,1.10,1856.2
Felix Auger Aliassime,16,24.4,1924.7,,17,1868.7,16,1866.7,22,1756.4,,2052.8,2022-10,,22,-0.32,1945.2
Stefanos Tsitsipas,17,26.4,1923.3,,19,1857.3,5,1961.6,19,1762.8,,2133.3,2021-05,,11,0.44,1638.1
Ugo Humbert,18,26.5,1921.5,,13,1901.1,27,1777.5,17,1766.9,,2009.4,2024-03,,17,0.06,1729.6
Matteo Berrettini,19,28.8,1918.0,,28,1818.4,7,1930.3,11,1838.5,,2072.3,2022-07,,34,-0.58,
Ben Shelton,20,22.3,1913.1,,16,1869.7,36,1756.3,31,1724.0,,1960.4,2024-10,,14,0.36,1785.4
Lorenzo Musetti,21,22.8,1900.4,,32,1800.3,13,1888.6,12,1829.5,,1972.5,2024-08,,16,0.27,1700.8
Sebastian Korda,22,24.5,1899.2,,25,1840.7,40,1748.9,15,1779.2,,2005.0,2023-01,,23,-0.04,1669.4
Karen Khachanov,23,28.6,1897.6,,20,1854.8,20,1833.3,38,1700.4,,2015.2,2018-10,,21,0.09,
Thanasi Kokkinakis,24,28.7,1897.1,,21,1851.9,28,1774.9,55,1666.3,,1905.3,2025-01,,73,-1.11,1738.1
Denis Shapovalov,25,25.8,1896.1,,22,1851.8,24,1802.8,29,1729.2,,1970.2,2020-01,,32,-0.25,1947.8
Jiri Lehecka,26,23.2,1888.6,,26,1838.1,41,1748.9,39,1697.7,,1908.4,2024-04,,25,0.04,1886.4
Andrey Rublev,27,27.2,1887.9,,23,1846.6,14,1875.1,16,1777.1,,2106.1,2021-04,,10,0.99,1653.9
Jordan Thompson,28,30.7,1876.3,,27,1837.5,100,1646.5,18,1763.2,,1887.7,2025-01,,29,-0.04,1720.3
Arthur Fils,29,20.6,1874.2,,29,1817.5,21,1826.7,25,1744.0,,1920.0,2024-10,,19,0.42,1721.4
Joao Fonseca,30,18.4,1866.1,,24,1841.6,61,1711.7,82,1613.1,,1896.6,2025-01,,99,-1.19,1821.7
Jakub Mensik,31,19.4,1856.3,,31,1811.1,32,1768.1,73,1629.2,,1912.2,2024-10,,45,-0.37,1799.6
Rafael Nadal,32,38.4,1855.2,,49,1765.7,23,1817.7,50,1677.6,,2370.4,2009-05,,175,-1.70,
Jan Lennard Struff,33,34.7,1853.5,,53,1749.5,17,1842.0,26,1741.7,,1925.7,2024-07,,46,-0.33,
Alex Michelsen,34,20.4,1850.4,,30,1814.2,120,1605.2,35,1711.7,,1881.9,2025-01,,37,-0.08,1771.0
Tallon Griekspoor,35,28.5,1846.7,,35,1790.7,30,1770.7,23,1752.8,,1925.2,2022-01,,42,-0.18,1661.6
Marcos Giron,36,31.5,1843.8,,33,1799.2,79,1680.4,21,1756.8,,1843.8,2025-01,,49,-0.31,1790.0
Alexei Popyrin,37,25.5,1833.2,,42,1779.2,35,1758.9,46,1684.5,,1893.4,2024-08,,26,0.35,
Giovanni Mpetshi Perricard,38,21.5,1833.1,,40,1782.6,59,1712.8,32,1723.6,,1865.0,2024-12,,30,0.24,1715.8
Yoshihito Nishioka,39,29.3,1830.3,,34,1795.2,66,1705.9,60,1655.3,,1891.8,2023-01,,63,-0.48,1848.0
Jacob Fearnley,40,23.5,1830.3,,36,1790.4,183,1525.1,37,1707.7,,1900.4,2024-10,,78,-0.67,1752.7
