Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Jannik Sinner,1,23.4,2324.8,,1,2290.5,1,2150.0,1,2083.3,,2324.8,2025-01,,1,0,2002.3
Novak Djokovic,2,37.6,2197.5,,2,2150.0,3,2099.8,3,2054.2,,2470.4,2016-03,,7,-1.25,1962.4
Carlos Alcaraz,3,21.7,2169.2,,3,2102.2,2,2118.4,2,2073.9,,2239.3,2023-08,,3,0,1965.2
Alexander Zverev,4,27.8,2088.7,,4,2043.4,4,2021.6,4,1887.6,,2161.5,2022-01,,2,0.69,1906.9
Grigor Dimitrov,5,33.6,2022.9,,5,1974.8,10,1915.2,10,1840.3,,2091.0,2014-08,,15,-1.10,
Jack Draper,6,23.0,2021.0,,6,1967.0,27,1789.8,9,1851.7,,2021.0,2025-01,,16,-0.98,1753.6
Daniil Medvedev,7,28.9,2005.8,,7,1966.3,8,1920.6,5,1883.9,,2191.6,2022-01,,6,0.15,1647.9
Taylor Fritz,8,27.2,2003.8,,8,1950.5,9,1915.6,7,1865.7,,2040.8,2023-04,,4,0.69,1778.9
Alex De Minaur,9,25.9,1973.9,,11,1922.8,21,1834.5,13,1815.7,,2038.0,2024-06,,8,0.12,1973.9
Tommy Paul,10,27.7,1972.5,,12,1917.0,15,1869.3,6,1871.5,,2010.0,2024-07,,9,0.11,1878.2
Tomas Machac,11,24.3,1970.5,,9,1928.5,19,1839.0,28,1731.5,,1987.9,2025-02,,24,-0.78,1834.1
Ugo Humbert,12,26.6,1949.9,,10,1928.5,26,1791.7,15,1781.1,,2009.4,2024-03,,14,-0.15,1905.6
Hubert Hurkacz,13,27.9,1939.5,,15,1875.2,13,1881.9,8,1853.9,,2023.2,2024-08,,20,-0.43,1729.5
Gael Monfils,14,38.3,1935.5,,13,1907.5,51,1735.9,31,1726.4,,2068.0,2015-04,,38,-1.00,1994.9
Casper Ruud,15,26.1,1928.9,,19,1862.3,6,1940.3,51,1682.7,,2063.7,2022-05,,5,1.10,1856.2
Joao Fonseca,16,18.4,1928.7,,16,1872.8,20,1834.7,66,1644.4,,1928.7,2025-02,,68,-1.45,1945.5
Holger Rune,17,21.7,1925.7,,14,1876.1,12,1888.7,14,1793.0,,2069.4,2023-05,,12,0.35,1696.6
Felix Auger Aliassime,18,24.4,1924.7,,18,1868.7,16,1866.7,21,1756.4,,2052.8,2022-10,,23,-0.25,1945.2
Stefanos Tsitsipas,19,26.4,1923.3,,20,1857.3,5,1961.6,19,1762.8,,2133.3,2021-05,,11,0.55,1638.1
Matteo Berrettini,20,28.8,1918.0,,27,1818.4,7,1930.3,11,1838.5,,2072.3,2022-07,,35,-0.56,
Ben Shelton,21,22.3,1913.1,,17,1869.7,38,1756.3,32,1724.0,,1960.4,2024-10,,13,0.48,1785.4
Lorenzo Musetti,22,22.9,1906.6,,32,1803.4,11,1895.7,12,1832.6,,1972.5,2024-08,,17,0.26,1751.1
Thanasi Kokkinakis,23,28.7,1897.1,,21,1851.9,30,1774.9,55,1666.3,,1905.3,2025-01,,76,-1.20,1738.1
Denis Shapovalov,24,25.8,1896.1,,22,1851.8,25,1802.8,30,1729.2,,1970.2,2020-01,,32,-0.29,1947.8
Jiri Lehecka,25,23.2,1888.6,,25,1838.1,40,1748.9,38,1697.7,,1908.4,2024-04,,25,0,1886.4
Andrey Rublev,26,27.2,1887.9,,23,1846.6,14,1875.1,16,1777.1,,2106.1,2021-04,,10,0.96,1653.9
Karen Khachanov,27,28.7,1883.8,,24,1839.7,23,1826.4,39,1693.5,,2015.2,2018-10,,21,0.25,
Jordan Thompson,28,30.7,1876.3,,26,1837.5,99,1646.5,18,1763.2,,1887.7,2025-01,,29,-0.04,1720.3
Arthur Fils,29,20.6,1874.2,,28,1817.5,22,1826.7,25,1744.0,,1920.0,2024-10,,19,0.42,1721.4
Sebastian Korda,30,24.6,1869.1,,30,1809.5,52,1733.9,17,1764.2,,2005.0,2023-01,,22,0.31,1615.9
Jakub Mensik,31,19.4,1856.3,,29,1811.1,32,1768.1,76,1629.2,,1912.2,2024-10,,45,-0.37,1799.6
Rafael Nadal,32,38.4,1855.2,,52,1765.7,24,1817.7,52,1677.6,,2370.4,2009-05,,175,-1.70,
Jan Lennard Struff,33,34.7,1853.9,,55,1754.0,18,1842.2,26,1741.8,,1925.7,2024-07,,44,-0.29,1627.0
Francisco Cerundolo,34,26.4,1852.8,,48,1767.2,17,1848.2,48,1683.6,,1938.1,2023-07,,26,0.27,1774.6
Tallon Griekspoor,35,28.5,1846.7,,36,1790.7,31,1770.7,23,1752.8,,1925.2,2022-01,,51,-0.38,1661.6
Alex Michelsen,36,20.4,1844.6,,31,1807.1,124,1602.4,36,1708.8,,1881.9,2025-01,,33,0.09,1772.6
Alejandro Davidovich Fokina,37,25.6,1839.5,,34,1801.2,33,1767.9,61,1648.3,,1928.3,2021-05,,50,-0.30,1836.3
Yoshihito Nishioka,38,29.3,1838.2,,33,1803.3,65,1709.9,58,1659.2,,1891.8,2023-01,,62,-0.49,1878.2
Marcos Giron,39,31.5,1836.8,,35,1791.7,79,1676.9,22,1753.3,,1849.2,2025-02,,52,-0.29,1771.8
Miomir Kecmanovic,40,25.4,1833.7,,42,1780.1,34,1767.0,49,1683.6,,1895.2,2022-04,,42,-0.05,1919.5
