Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,WTA Rank,Log diff,yElo
Liudmila Samsonova,18,25.9,1886.7,,22,1827.5,29,1754.6,16,1761.9,,1985.2,2023-10,,27,-0.41,1859.7
Donna Vekic,19,28.2,1886.4,,26,1811.1,16,1793.0,12,1773.9,,1946.5,2019-08,,19,0,1922.1
Amanda Anisimova,20,23.1,1886.1,,13,1859.1,42,1732.9,35,1685.4,,2005.1,2022-08,,36,-0.59,1949.2
Belinda Bencic,21,27.7,1880.4,,21,1830.9,22,1762.2,20,1744.3,,2119.5,2016-02,,481,-3.13,1692.0
Jelena Ostapenko,22,27.2,1877.2,,19,1834.7,17,1792.1,7,1813.3,,2032.4,2022-02,,15,0.38,1769.2
Leylah Fernandez,23,22.1,1860.9,,24,1816.5,40,1733.8,24,1731.4,,1971.3,2022-03,,31,-0.30,1844.6
Danielle Collins,24,30.9,1856.5,,30,1798.3,15,1802.9,40,1678.2,,2066.1,2024-05,,11,0.78,1904.8
Anastasia Pavlyuchenkova,25,33.1,1855.0,,20,1831.8,25,1760.0,50,1647.3,,2062.7,2011-05,,30,-0.18,1846.3
Katie Boulter,26,28.2,1849.6,,25,1813.5,105,1620.9,11,1776.1,,1886.3,2024-02,,24,0.08,1862.1
Naomi Osaka,27,26.9,1846.2,,27,1803.2,53,1713.4,43,1661.3,,2195.3,2021-03,,58,-0.76,1885.8
Linda Noskova,28,19.9,1845.7,,16,1842.8,58,1703.2,67,1627.6,,1930.1,2024-04,,26,0.07,1832.3
Anastasia Potapova,29,23.5,1841.0,,33,1789.0,21,1775.4,28,1707.2,,1913.6,2023-06,,35,-0.19,1824.1
Elise Mertens,30,28.9,1840.2,,32,1789.1,18,1790.4,34,1686.2,,2041.5,2021-04,,33,-0.10,1823.7
Madison Keys,31,29.6,1833.8,,54,1740.1,23,1760.6,36,1684.4,,2087.8,2016-08,,21,0.39,1988.4
Katerina Siniakova,32,28.4,1832.4,,35,1780.1,38,1737.9,23,1731.6,,1935.9,2017-01,,45,-0.34,1828.1
Ekaterina Alexandrova,33,29.8,1825.7,,28,1799.2,68,1680.3,18,1750.7,,1970.2,2020-02,,28,0.16,1788.9
Caroline Wozniacki,34,34.1,1822.1,,40,1771.6,59,1700.3,29,1706.6,,2251.8,2011-04,,70,-0.72,1837.0
Mirra Andreeva,35,17.4,1822.1,,49,1748.3,20,1776.6,58,1637.5,,1993.3,2024-05,,16,0.78,1918.3
Karolina Pliskova,36,32.4,1821.8,,29,1798.6,33,1748.6,27,1723.1,,2083.1,2019-07,,41,-0.13,1771.1
Taylor Townsend,37,28.5,1820.9,,34,1785.4,34,1746.3,111,1559.5,,1831.9,2024-04,,68,-0.61,1832.0
Emma Navarro,38,23.3,1819.1,,37,1775.3,50,1722.5,42,1661.7,,1991.1,2024-08,,8,1.56,1913.7
Marketa Vondrousova,39,25.0,1814.6,,51,1744.8,49,1725.4,44,1658.6,,2056.8,2019-05,,39,0,1877.7
Victoria Azarenka,40,35.0,1813.9,,36,1779.3,67,1683.7,45,1656.9,,2329.5,2013-03,,20,0.69,1956.3
Magda Linette,41,32.7,1812.7,,55,1732.7,26,1758.6,53,1641.4,,1855.8,2023-02,,38,0.08,1837.6
Eva Lys,42,22.7,1811.9,,44,1765.4,52,1716.9,55,1639.2,,1837.6,2024-10,,130,-1.13,1838.4
Marie Bouzkova,43,26.3,1811.7,,42,1767.5,41,1733.4,47,1652.2,,1935.9,2022-10,,44,-0.02,1799.5
Irina Camelia Begu,44,34.1,1810.9,,65,1719.0,19,1788.7,79,1614.1,,1939.0,2016-05,,81,-0.61,1802.7
Sorana Cirstea,45,34.2,1809.5,,31,1798.0,55,1708.2,62,1635.0,,1905.8,2013-08,,69,-0.43,1676.2
Caroline Garcia,46,30.8,1808.9,,39,1771.8,24,1760.0,25,1727.5,,2039.2,2017-10,,48,-0.04,1703.8
Ons Jabeur,47,29.9,1807.9,,61,1722.1,27,1756.5,26,1725.4,,2101.1,2022-06,,42,0.11,1864.7
Camila Osorio,48,22.8,1807.3,,57,1729.8,31,1752.7,39,1679.4,,1859.7,2023-05,,60,-0.22,1807.3
Olga Danilovic,49,23.7,1802.9,,67,1717.0,32,1752.0,81,1608.5,,1811.0,2018-07,,51,-0.04,1841.4
Magdalena Frech,50,26.9,1800.8,,41,1767.8,62,1695.6,61,1635.3,,1830.1,2024-10,,25,0.69,1835.6
Marta Kostyuk,51,22.2,1800.5,,43,1765.9,66,1683.8,60,1636.5,,1986.4,2024-04,,18,1.04,1895.6
Rebecca Sramkova,52,28.0,1800.2,,38,1772.9,78,1673.6,102,1573.8,,1808.0,2024-11,,46,0.12,1873.9
Peyton Stearns,53,22.9,1797.3,,52,1742.7,36,1741.6,117,1547.5,,1818.1,2023-05,,47,0.12,1831.3
Ashlyn Krueger,54,20.4,1791.2,,50,1746.0,90,1653.2,52,1642.9,,1832.1,2024-09,,64,-0.17,1800.0
Bernarda Pera,55,29.9,1786.7,,63,1720.7,28,1755.1,57,1638.2,,1841.1,2022-08,,71,-0.26,1795.8
Bianca Andreescu,56,24.3,1785.2,,48,1751.6,51,1722.0,48,1652.1,,2153.5,2019-09,,131,-0.85,1673.4
Lulu Sun,57,23.4,1785.2,,53,1741.6,122,1597.6,33,1686.6,,1819.1,2024-08,,40,0.35,1814.6
Mccartney Kessler,58,25.2,1781.9,,46,1764.2,177,1509.9,68,1626.5,,1852.4,2024-03,,67,-0.14,1790.5
Xin Yu Wang,59,23.0,1780.2,,58,1725.4,81,1669.0,32,1691.7,,1824.5,2023-10,,37,0.47,1767.1
Maria Sakkari,60,29.0,1778.2,,45,1764.5,56,1707.8,56,1639.1,,2065.4,2022-03,,32,0.63,1844.7
Elina Avanesyan,61,22.0,1777.6,,75,1693.7,37,1739.0,46,1654.2,,1854.2,2024-08,,43,0.35,1770.0
Lesia Tsurenko,62,35.4,1773.4,,56,1732.3,45,1731.6,38,1679.9,,1940.4,2018-12,,115,-0.62,1659.0
Veronika Kudermetova,63,27.4,1772.6,,60,1723.2,44,1731.9,37,1681.9,,1970.3,2023-05,,73,-0.15,1710.5
Yue Yuan,64,26.0,1771.8,,47,1755.4,107,1619.4,108,1565.6,,1854.8,2024-04,,49,0.27,1779.1
Sloane Stephens,65,31.4,1767.1,,72,1698.7,30,1752.8,63,1630.8,,2018.6,2017-08,,76,-0.16,1643.1
Ajla Tomljanovic,66,31.5,1765.7,,71,1705.8,57,1703.8,31,1704.0,,1902.0,2022-08,,108,-0.49,1715.8
Storm Hunter,67,29.6,1764.3,,62,1722.1,89,1654.1,74,1622.1,,1772.0,2024-03,,192,-1.05,1786.7
Laura Siegemund,68,36.6,1758.3,,64,1720.5,64,1687.7,83,1608.2,,1906.3,2017-05,,82,-0.19,1717.4
Zeynep Sonmez,69,22.4,1756.7,,59,1724.6,106,1620.6,69,1626.2,,1756.7,2024-10,,89,-0.25,1784.2
Olivia Gadecki,70,22.4,1750.0,,66,1717.5,134,1580.6,66,1628.6,,1757.1,2024-10,,96,-0.32,1795.2
Sofia Kenin,71,25.9,1746.0,,69,1706.9,73,1676.0,51,1644.8,,2044.6,2020-02,,83,-0.16,1756.3
Anhelina Kalinina,72,27.6,1745.4,,74,1694.0,46,1728.7,96,1585.6,,1868.4,2022-06,,56,0.25,1671.2
Shelby Rogers,73,31.8,1742.9,,68,1707.8,88,1657.1,90,1597.8,,1869.4,2021-04,,342,-1.54,1558.7
Angelique Kerber,74,36.5,1741.7,,83,1679.5,82,1666.4,70,1626.2,,2142.1,2016-10,,,,1779.8
Jessica Bouzas Maneiro,75,22.0,1740.4,,76,1691.9,71,1676.5,64,1630.1,,1794.8,2024-04,,54,0.33,1743.7
Ana Bogdan,76,31.9,1740.3,,77,1689.5,60,1698.1,59,1637.0,,1819.4,2023-07,,114,-0.41,1708.9
Sonay Kartal,77,23.0,1736.8,,90,1675.4,251,1426.4,54,1639.5,,1773.2,2024-10,,85,-0.10,1770.5
Elisabetta Cocciaretto,78,23.8,1735.4,,100,1662.3,54,1711.7,49,1649.5,,1847.4,2023-07,,52,0.41,1696.2
Mayar Sherif,79,28.5,1735.1,,166,1549.0,47,1725.9,116,1547.6,,1846.4,2023-06,,65,0.20,1718.1
Diane Parry,80,22.2,1735.0,,85,1677.7,72,1676.3,82,1608.5,,1755.2,2024-03,,63,0.24,1740.1
Katie Volynets,81,22.7,1731.0,,95,1666.5,48,1725.5,94,1587.2,,1819.9,2024-06,,59,0.32,1717.3
Viktorija Golubic,82,32.0,1727.8,,70,1706.0,139,1571.0,73,1624.2,,1827.3,2021-07,,109,-0.28,1743.6
Alina Korneeva,83,17.3,1727.7,,73,1696.6,192,1481.9,121,1538.9,,1771.7,2024-10,,176,-0.75,1719.3
Elena Gabriela Ruse,84,27.0,1724.8,,91,1674.4,76,1674.9,78,1615.3,,1836.7,2022-02,,122,-0.37,1715.1
Aliaksandra Sasnovich,85,30.5,1724.7,,93,1669.6,85,1661.7,93,1592.1,,1939.9,2019-01,,144,-0.53,1760.2
Clara Tauson,86,21.9,1724.5,,81,1682.7,61,1695.7,138,1523.3,,1966.0,2022-01,,50,0.54,1702.9
Lucia Bronzetti,87,25.9,1719.7,,87,1676.7,97,1641.8,119,1542.8,,1747.1,2022-08,,74,0.16,1738.5
Sara Sorribes Tormo,88,28.0,1717.8,,92,1672.8,77,1674.9,109,1564.4,,1904.2,2021-08,,105,-0.18,1678.6
Renata Zarazua,89,27.1,1717.8,,102,1660.1,94,1647.9,125,1534.5,,1717.8,2024-11,,77,0.14,1774.3
Brenda Fruhvirtova,90,17.6,1717.3,,86,1677.0,69,1679.8,85,1606.7,,1813.9,2024-07,,178,-0.68,1691.8
Sara Bejlek,91,18.8,1716.5,,128,1621.3,63,1692.6,156,1491.2,,1758.9,2024-04,,161,-0.57,1718.1
Erika Andreeva,92,20.3,1714.9,,82,1681.9,108,1618.0,97,1585.6,,1785.6,2024-03,,79,0.15,1709.7
Viktoriya Tomova,93,29.6,1713.5,,110,1652.6,87,1658.6,99,1584.6,,1746.4,2024-06,,53,0.56,1716.3
Yuliia Starodubtseva,94,24.6,1712.9,,94,1667.7,130,1582.1,75,1617.9,,1829.0,2024-10,,101,-0.07,1716.1
Hailey Baptiste,95,22.9,1709.8,,79,1685.5,115,1608.4,104,1570.0,,1742.5,2024-10,,92,0.03,1731.5
Dayana Yastremska,96,24.3,1708.1,,101,1662.1,83,1665.2,92,1594.2,,1989.6,2019-02,,34,1.04,1634.0
Mananchaya Sawangkaew,97,22.3,1705.1,,88,1675.8,125,1591.7,107,1566.9,,1732.0,2024-11,,129,-0.29,1712.1
Lois Boisson,98,20.9,1703.6,,193,1502.9,79,1673.0,132,1526.8,,1703.6,2024-04,,190,-0.66,1785.8
Arantxa Rus,99,33.9,1703.4,,112,1648.9,70,1678.5,135,1525.2,,1770.2,2011-06,,78,0.24,1707.0
Greet Minnen,100,27.1,1702.9,,104,1659.1,129,1582.4,71,1626.0,,1789.4,2020-02,,94,0.06,1697.5
Varvara Gracheva,101,24.2,1701.7,,111,1651.1,96,1646.9,114,1547.9,,1812.5,2023-04,,66,0.43,1695.4
Caroline Dolehide,102,26.1,1701.0,,103,1660.0,104,1624.2,186,1459.7,,1728.1,2018-04,,80,0.24,1741.3
Anca Alexia Todoni,103,20.0,1700.6,,192,1503.6,74,1675.8,88,1601.1,,1768.2,2024-07,,118,-0.14,1702.2
Yafan Wang,104,30.4,1700.2,,78,1687.3,164,1528.4,123,1536.4,,1809.1,2019-03,,62,0.52,1711.6
Jaqueline Cristian,105,26.4,1697.6,,130,1615.4,80,1670.0,195,1454.1,,1785.0,2024-05,,86,0.20,1673.1
Tereza Valentova,106,17.7,1696.7,,122,1631.0,101,1636.8,137,1523.4,,1732.0,2024-11,,245,-0.84,1754.1
Petra Martic,107,33.7,1695.0,,109,1653.7,84,1665.0,86,1604.9,,1974.6,2019-09,,123,-0.14,1605.1
Ena Shibahara,108,26.7,1693.3,,97,1665.0,189,1485.7,112,1554.2,,1693.3,2024-11,,138,-0.25,1733.4
Anna Blinkova,109,26.1,1693.2,,96,1665.8,117,1602.4,89,1601.0,,1804.3,2020-01,,72,0.41,1690.9
Antonia Ruzic,110,21.8,1692.5,,89,1675.5,171,1518.7,140,1522.4,,1692.5,2024-11,,132,-0.18,1713.5
Francesca Jones,111,24.1,1692.2,,144,1593.9,75,1675.4,177,1468.5,,1730.4,2024-06,,152,-0.31,1690.9
Suzan Lamens,112,25.3,1691.9,,80,1682.8,141,1565.4,190,1457.4,,1731.7,2024-11,,88,0.24,1712.7
Aoi Ito,113,20.5,1687.9,,105,1655.2,215,1459.0,167,1479.4,,1725.0,2024-11,,127,-0.12,1695.8
Harriet Dart,114,28.2,1686.2,,120,1632.5,185,1494.7,65,1629.4,,1710.0,2022-06,,103,0.10,1717.4
Lin Zhu,115,30.4,1685.9,,84,1678.7,216,1458.5,122,1536.8,,1801.3,2023-09,,121,-0.05,1592.1
Alison Van Uytvanck,116,30.3,1685.3,,99,1662.4,144,1558.8,41,1667.7,,1853.7,2018-07,,,,1541.6
Xiyu Wang,117,23.6,1685.2,,107,1654.8,93,1649.9,127,1533.1,,1775.9,2024-02,,97,0.19,1652.9
Caty Mcnally,118,23.0,1684.4,,129,1620.0,95,1647.2,100,1580.0,,1796.0,2019-07,,543,-1.53,1608.2
Clara Burel,119,23.6,1681.4,,106,1655.0,98,1641.7,146,1515.7,,1834.6,2024-02,,98,0.19,1636.1
Rebecca Marino,120,33.9,1679.1,,114,1642.9,160,1532.0,91,1595.6,,1835.2,2011-03,,102,0.16,1715.8
Daria Saville,121,30.7,1676.9,,108,1653.9,118,1601.1,118,1542.9,,1955.6,2017-01,,107,0.12,1664.1
Maja Chwalinska,122,23.1,1673.8,,134,1610.6,99,1641.4,115,1547.7,,1699.9,2024-07,,128,-0.05,1699.3
Zarina Diyas,123,31.0,1673.3,,98,1663.9,132,1581.5,106,1568.2,,1860.6,2015-02,,385,-1.14,1629.7
Lauren Davis,124,31.1,1671.9,,117,1638.7,114,1611.5,110,1563.8,,1900.7,2017-03,,271,-0.78,1652.4
Kamilla Rakhimova,125,23.1,1671.9,,121,1631.9,120,1600.4,157,1490.8,,1698.6,2023-02,,61,0.72,1684.0
Alycia Parks,126,23.9,1671.7,,116,1639.7,187,1492.6,76,1616.4,,1807.5,2023-01,,84,0.41,1711.0
Sara Errani,127,37.4,1668.5,,145,1593.4,100,1639.5,142,1518.9,,2078.0,2013-05,,104,0.20,1673.2
Cristina Bucsa,128,26.8,1667.3,,118,1636.5,123,1596.8,141,1520.4,,1734.9,2023-04,,75,0.53,1656.7
Claire Liu,129,24.0,1666.9,,113,1645.4,112,1612.8,133,1525.5,,1807.4,2022-05,,270,-0.74,1633.5
Anna Karolina Schmiedlova,130,30.2,1665.5,,140,1598.1,91,1653.1,185,1459.9,,1931.8,2015-09,,110,0.17,1628.6
Marina Stakusic,131,19.9,1662.0,,115,1641.9,186,1494.4,103,1570.5,,1753.9,2024-02,,126,0.04,1669.0
Moyuka Uchijima,132,23.2,1661.2,,146,1592.8,65,1685.0,163,1486.8,,1776.1,2024-06,,55,0.88,1652.8
Ann Li,133,24.3,1658.8,,143,1595.2,86,1660.7,171,1473.9,,1884.8,2021-03,,95,0.34,1677.2
Jodie Burrage,134,25.5,1655.8,,124,1626.3,213,1462.6,101,1580.0,,1702.3,2023-07,,179,-0.29,1700.9
Anastasia Zakharova,135,22.8,1650.7,,119,1636.0,221,1455.7,204,1448.4,,1685.9,2024-10,,112,0.19,1685.6
Sijia Wei,136,20.9,1650.6,,125,1626.1,220,1456.4,148,1508.4,,1678.7,2024-09,,135,0.01,1656.6
Alize Cornet,137,34.3,1647.9,,149,1589.0,116,1602.8,84,1607.3,,2027.2,2008-08,,367,-0.99,1554.6
Qiang Wang,138,32.7,1647.7,,126,1623.1,124,1593.7,134,1525.3,,1980.9,2018-10,,381,-1.02,1499.0
Jule Niemeier,139,25.2,1642.5,,152,1579.0,110,1616.2,95,1587.0,,1848.5,2022-06,,90,0.43,1630.0
Nina Stojanovic,140,28.3,1641.1,,155,1575.1,113,1611.6,124,1535.4,,1744.8,2019-10,,252,-0.59,1637.6
Yanina Wickmayer,141,34.5,1640.2,,150,1583.2,153,1541.1,72,1624.5,,2097.4,2010-02,,764,-1.69,
Nadia Podoroska,142,27.7,1639.0,,135,1608.1,135,1578.2,154,1495.9,,1862.4,2021-01,,99,0.36,1609.4
Jil Teichmann,143,27.3,1638.6,,160,1565.1,92,1652.5,206,1445.9,,1930.7,2022-05,,136,0.05,1658.9
Oceane Dodin,144,28.1,1638.2,,123,1629.8,165,1527.2,147,1514.8,,1802.4,2016-11,,111,0.26,1644.1
Polina Kudermetova,145,21.4,1638.1,,137,1600.1,127,1588.7,139,1523.3,,1655.8,2024-10,,106,0.31,1652.1
Shuai Zhang,146,35.8,1637.3,,132,1613.7,148,1549.4,98,1584.9,,1867.3,2016-11,,208,-0.35,1576.5
Nuria Parrizas Diaz,147,33.3,1635.9,,141,1596.0,103,1626.7,191,1456.0,,1755.0,2022-02,,100,0.39,1613.6
Maria Lourdes Carle,148,24.8,1634.8,,168,1545.2,109,1617.6,189,1457.7,,1751.2,2024-05,,91,0.49,1633.9
Rebecca Peterson,149,28.6,1634.3,,127,1622.0,136,1572.8,176,1470.1,,1899.6,2019-10,,527,-1.26,1540.6
Rebeka Masarova,150,25.1,1632.4,,148,1589.1,126,1591.7,143,1518.5,,1806.0,2023-04,,145,0.03,1606.6
Tatjana Maria,151,37.3,1632.0,,142,1595.4,147,1549.7,87,1602.2,,1781.4,2009-08,,87,0.55,1614.0
Nao Hibino,152,29.9,1630.3,,138,1600.1,168,1520.3,153,1497.2,,1737.5,2015-09,,147,0.03,1616.7
Martina Trevisan,153,30.9,1630.0,,151,1580.4,111,1614.0,292,1388.3,,1795.2,2023-11,,125,0.20,1594.9
Heather Watson,154,32.4,1629.7,,131,1613.9,198,1478.9,113,1548.3,,1922.2,2014-06,,163,-0.06,1668.5
Lucrezia Stefanini,155,26.4,1628.4,,136,1601.3,190,1484.2,129,1530.0,,1640.0,2024-10,,148,0.05,1651.7
Dominika Salkova,156,20.4,1626.9,,133,1613.5,166,1526.9,184,1460.6,,1634.2,2024-12,,151,0.03,1642.0
Kimberly Birrell,157,26.5,1617.9,,162,1562.4,197,1479.2,128,1531.1,,1704.2,2023-02,,113,0.33,1617.6
Robin Montgomery,158,20.2,1617.4,,159,1566.1,146,1554.7,77,1616.2,,1772.3,2024-07,,117,0.30,1582.1
Solana Sierra,159,20.4,1615.5,,154,1575.4,138,1571.6,207,1444.1,,1656.3,2024-09,,159,0,1631.9
Iva Jovic,160,16.9,1615.1,,147,1590.5,178,1508.6,164,1482.6,,1692.2,2024-10,,194,-0.19,1644.0
Celine Naef,161,19.4,1614.3,,139,1600.0,182,1503.0,126,1534.0,,1702.6,2023-09,,181,-0.12,1622.4
Leolia Jeanjean,162,29.3,1614.3,,156,1572.6,137,1571.6,162,1487.1,,1679.9,2022-10,,150,0.08,1632.6
Victoria Jimenez Kasintseva,163,19.3,1610.8,,199,1496.1,119,1600.6,175,1471.5,,1628.3,2024-12,,154,0.06,1648.8
Saisai Zheng,164,30.7,1610.5,,157,1571.9,151,1541.7,152,1497.3,,1830.8,2020-03,,696,-1.45,
Dalma Galfi,165,26.2,1605.9,,177,1533.6,174,1514.0,80,1610.7,,1712.0,2022-07,,143,0.14,1606.7
Daria Snigur,166,22.6,1603.0,,163,1561.3,218,1457.3,105,1569.8,,1715.1,2024-07,,140,0.17,1581.2
Alexandra Eala,167,19.5,1602.4,,161,1565.0,241,1434.6,144,1518.4,,1636.8,2024-08,,149,0.11,1607.7
Anna Bondar,168,27.4,1600.2,,188,1513.7,102,1627.1,250,1415.2,,1742.0,2022-05,,93,0.59,1590.1
Sachia Vickery,169,29.3,1598.4,,164,1557.6,143,1561.6,169,1475.7,,1741.8,2018-04,,205,-0.19,1551.2
Varvara Lepchenko,170,38.5,1592.0,,153,1578.6,163,1528.7,155,1493.9,,1884.6,2015-01,,134,0.24,1618.6
Polona Hercog,171,33.4,1589.0,,167,1546.9,140,1570.5,145,1516.0,,1888.8,2009-07,,304,-0.58,1576.5
Tamara Zidansek,172,26.8,1587.1,,180,1531.2,121,1598.9,174,1472.0,,1852.1,2019-06,,184,-0.07,1544.3
Jessika Ponchet,173,28.1,1583.5,,170,1544.8,172,1517.5,159,1489.3,,1615.9,2024-06,,133,0.26,1577.7
Aleksandra Krunic,174,31.5,1579.4,,185,1516.4,128,1584.0,131,1529.5,,1811.1,2017-09,,288,-0.50,1558.7
Petra Marcinko,175,18.8,1576.6,,174,1540.3,145,1555.8,243,1420.8,,1644.4,2023-10,,261,-0.40,1579.2
Maya Joint,176,18.5,1575.6,,169,1545.2,154,1537.5,178,1468.1,,1715.3,2024-08,,116,0.42,1575.2
Maria Timofeeva,177,20.9,1567.9,,165,1551.3,200,1476.9,286,1390.0,,1635.0,2024-03,,139,0.24,1573.0
Patricia Maria Tig,178,30.3,1567.8,,194,1500.6,133,1581.2,327,1373.0,,1737.4,2020-09,,246,-0.32,1575.2
Nuria Brancaccio,179,24.4,1566.8,,314,1383.5,157,1536.2,223,1432.7,,1592.9,2024-11,,186,-0.04,1594.4
Oksana Selekhmeteva,180,21.7,1566.1,,202,1492.9,131,1582.1,197,1453.2,,1697.0,2024-07,,175,0.03,1531.6
Mary Stoiana,181,21.5,1561.3,,176,1536.8,280,1395.7,192,1455.7,,1635.8,2024-10,,313,-0.55,1580.1
Jana Fett,182,27.9,1560.4,,195,1499.4,149,1549.2,165,1481.8,,1740.0,2017-10,,137,0.28,1532.7
Kristina Dmitruk,183,21.1,1559.7,,172,1542.6,173,1516.4,215,1437.0,,1578.6,2024-10,,286,-0.45,1591.9
Aliona Falei,184,20.6,1559.0,,171,1542.7,217,1457.8,193,1454.9,,1661.7,2024-04,,209,-0.13,1565.8
Veronika Erjavec,185,24.8,1556.4,,273,1413.5,155,1537.4,222,1432.8,,1624.4,2024-05,,166,0.11,1562.3
Mariia Tkacheva,186,22.9,1555.5,,158,1567.0,309,1375.1,198,1452.8,,1585.6,2024-11,,317,-0.53,1600.1
Anna Lena Friedsam,187,30.8,1553.5,,190,1510.4,167,1520.9,218,1435.8,,1831.3,2016-05,,528,-1.04,1482.6
Fiona Ferro,188,27.3,1551.0,,173,1541.0,179,1505.7,228,1428.3,,1840.6,2021-03,,287,-0.42,1495.0
Ella Seidel,189,19.7,1548.3,,186,1516.3,158,1536.2,316,1381.5,,1736.5,2024-01,,142,0.29,1544.9
Talia Gibson,190,20.4,1548.0,,181,1525.6,314,1369.9,170,1474.4,,1648.8,2024-10,,141,0.30,1551.2
Lola Radivojevic,191,19.8,1547.7,,275,1411.0,142,1565.0,136,1523.8,,1617.4,2024-10,,183,0.04,1567.0
Panna Udvardy,192,26.1,1547.2,,251,1437.6,159,1532.6,160,1489.3,,1693.4,2023-01,,155,0.21,1536.2
Tereza Martincova,193,29.7,1544.2,,175,1537.2,210,1463.4,149,1508.2,,1825.2,2021-09,,332,-0.54,1418.3
Simona Waltert,194,23.8,1544.1,,182,1524.9,195,1480.1,180,1463.2,,1697.9,2022-08,,173,0.11,1557.0
Darja Semenistaja,195,22.2,1543.3,,211,1486.8,161,1531.4,173,1472.4,,1690.8,2023-07,,119,0.49,1539.9
Emina Bektas,196,31.5,1542.2,,210,1487.1,378,1314.3,150,1505.7,,1687.8,2023-10,,201,-0.03,1494.0
Sara Saito,197,18.1,1542.1,,204,1490.6,150,1544.4,205,1446.0,,1651.8,2024-07,,156,0.23,1541.6
Marina Bassols Ribera,198,24.9,1538.9,,189,1512.4,169,1519.3,182,1461.7,,1666.9,2024-01,,213,-0.07,1502.4
Mona Barthel,199,34.3,1538.8,,179,1532.2,207,1469.5,264,1398.9,,1994.8,2012-05,,170,0.16,1610.3
Priscilla Hon,200,26.5,1538.2,,178,1532.3,254,1425.1,233,1426.1,,1665.0,2019-10,,167,0.18,1585.5
Kateryna Baindl,201,30.5,1536.6,,184,1520.5,170,1519.2,273,1394.8,,1811.4,2016-02,,444,-0.79,1434.7
Mariam Bolkvadze,202,26.9,1535.7,,187,1515.6,342,1344.2,334,1367.2,,1617.4,2021-09,,191,0.06,1575.1
Louisa Chirico,203,28.5,1529.9,,205,1489.9,176,1513.3,236,1424.4,,1789.3,2016-05,,171,0.17,1546.4
Elena Pridankina,204,19.2,1528.7,,220,1471.1,162,1529.6,213,1439.3,,1593.6,2024-08,,180,0.13,1532.9
Barbora Palicova,205,20.7,1524.7,,183,1522.1,224,1452.3,202,1449.6,,1663.2,2022-11,,182,0.12,1544.4
Katarzyna Kawa,206,32.0,1524.4,,261,1422.5,152,1541.7,208,1443.9,,1644.2,2020-11,,227,-0.10,1538.9
Whitney Osuigwe,207,22.6,1523.4,,218,1473.0,212,1462.7,369,1344.2,,1783.9,2019-05,,262,-0.24,1636.9
Sayaka Ishii,208,19.2,1520.4,,196,1498.7,302,1380.7,219,1435.2,,1549.2,2024-11,,202,0.03,1531.6
Su Jeong Jang,209,29.6,1519.5,,231,1458.7,156,1536.8,265,1398.1,,1609.8,2017-03,,263,-0.23,1494.4
