Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Jannik Sinner,1,23.4,2224.8,,1,2190.5,3,2050.0,3,1983.3,,2324.8,2025-01,,1,0,2002.3
Novak Djokovic,2,37.7,2185.9,,2,2136.5,2,2093.9,2,2048.4,,2470.4,2016-03,,7,-1.25,1913.4
Carlos Alcaraz,3,21.7,2152.2,,3,2083.2,1,2109.9,1,2065.4,,2239.3,2023-08,,3,0,1944.2
Alexander Zverev,4,27.8,2064.5,,4,2024.4,4,1999.0,5,1875.5,,2161.5,2022-01,,2,0.69,1862.2
Jack Draper,5,23.1,2035.5,,5,1981.9,27,1797.1,8,1858.9,,2055.5,2025-02,,14,-1.03,1918.4
Daniil Medvedev,6,29.0,2014.0,,6,1972.9,8,1924.7,4,1888.0,,2191.6,2022-01,,6,0,1831.2
Grigor Dimitrov,7,33.7,2011.4,,8,1962.3,10,1909.4,11,1834.5,,2091.0,2014-08,,15,-0.76,
Tomas Machac,8,24.3,2006.6,,7,1967.1,17,1857.0,24,1749.5,,2006.6,2025-02,,20,-0.92,1987.8
Taylor Fritz,9,27.2,2003.8,,9,1950.5,9,1915.6,7,1865.7,,2040.8,2023-04,,4,0.81,1778.9
Tommy Paul,10,27.7,1977.6,,10,1922.9,15,1871.9,6,1874.0,,2010.0,2024-07,,11,-0.10,1906.4
Stefanos Tsitsipas,11,26.5,1953.8,,14,1893.3,5,1976.9,17,1778.0,,2133.3,2021-05,,9,0.20,1909.8
Alex De Minaur,12,26.0,1953.4,,12,1901.2,20,1824.2,13,1805.4,,2038.0,2024-06,,10,0.18,1901.2
Ugo Humbert,13,26.6,1946.0,,11,1922.4,28,1789.7,16,1779.2,,2009.4,2024-03,,19,-0.38,1899.0
Matteo Berrettini,14,28.8,1942.7,,24,1855.1,6,1942.7,10,1850.8,,2072.3,2022-07,,29,-0.73,1794.6
Hubert Hurkacz,15,27.9,1939.5,,18,1875.2,14,1881.9,9,1853.9,,2023.2,2024-08,,22,-0.38,1729.5
Felix Auger Aliassime,16,24.5,1933.7,,17,1879.8,16,1871.2,21,1760.9,,2052.8,2022-10,,18,-0.12,1958.6
Casper Ruud,17,26.1,1932.9,,20,1867.7,7,1942.3,47,1684.7,,2063.7,2022-05,,5,1.22,1878.8
Holger Rune,18,21.8,1932.1,,15,1882.8,12,1891.8,14,1796.1,,2069.4,2023-05,,13,0.33,1742.6
Gael Monfils,19,38.4,1927.4,,13,1896.9,52,1731.9,32,1722.4,,2068.0,2015-04,,42,-0.79,1946.9
Andrey Rublev,20,27.3,1921.1,,16,1880.9,13,1891.7,15,1793.7,,2106.1,2021-04,,8,0.92,1885.3
Jiri Lehecka,21,23.2,1915.6,,19,1869.5,35,1762.4,37,1711.2,,1937.3,2025-02,,24,-0.13,1949.9
Denis Shapovalov,22,25.8,1910.4,,21,1867.6,25,1810.0,26,1736.3,,1970.2,2020-01,,28,-0.24,1970.1
Lorenzo Musetti,23,22.9,1906.6,,32,1803.4,11,1895.7,12,1832.6,,1972.5,2024-08,,16,0.36,1751.1
Ben Shelton,24,22.3,1902.7,,22,1858.8,40,1751.1,33,1718.9,,1960.4,2024-10,,12,0.69,1783.5
Joao Fonseca,25,18.4,1897.1,,23,1857.0,26,1800.8,73,1628.6,,1928.7,2025-02,,80,-1.16,1888.5
Thanasi Kokkinakis,26,28.7,1897.1,,25,1851.9,34,1774.9,53,1666.3,,1905.3,2025-01,,86,-1.20,1738.1
Tallon Griekspoor,27,28.6,1880.2,,28,1827.5,29,1787.5,18,1769.5,,1925.2,2022-01,,43,-0.47,1855.5
Jordan Thompson,28,30.7,1876.3,,26,1837.5,99,1646.5,20,1763.2,,1887.7,2025-01,,38,-0.31,1720.3
Karen Khachanov,29,28.7,1872.6,,29,1827.4,22,1820.8,42,1687.9,,2015.2,2018-10,,23,0.23,1622.0
Sebastian Korda,30,24.6,1869.1,,31,1809.5,50,1733.9,19,1764.2,,2005.0,2023-01,,25,0.18,1615.9
Alejandro Davidovich Fokina,31,25.7,1866.5,,27,1830.6,31,1781.4,55,1661.8,,1928.3,2021-05,,39,-0.23,1909.8
Learner Tien,32,19.2,1859.7,,30,1816.9,201,1506.8,71,1629.9,,1874.5,2025-02,,68,-0.75,1874.2
Arthur Fils,33,20.7,1855.7,,36,1797.7,24,1817.5,28,1734.8,,1920.0,2024-10,,21,0.45,1687.1
Rafael Nadal,34,38.4,1855.2,,48,1765.7,23,1817.7,50,1677.6,,2370.4,2009-05,,,,
Francisco Cerundolo,35,26.5,1848.5,,50,1765.1,18,1843.1,49,1681.4,,1938.1,2023-07,,26,0.30,1794.5
Jakub Mensik,36,19.4,1844.2,,35,1797.9,36,1762.0,76,1623.1,,1912.2,2024-10,,57,-0.46,1777.7
Alex Michelsen,37,20.5,1840.7,,34,1802.4,127,1600.4,38,1706.8,,1881.9,2025-01,,32,0.15,1776.4
Jan Lennard Struff,38,34.8,1840.5,,58,1741.4,19,1835.5,27,1735.2,,1925.7,2024-07,,46,-0.19,1599.8
Yoshihito Nishioka,39,29.3,1838.2,,33,1803.3,66,1709.9,58,1659.2,,1891.8,2023-01,,65,-0.51,1878.2
Giovanni Mpetshi Perricard,40,21.6,1837.1,,38,1786.2,60,1714.9,31,1725.6,,1865.0,2024-12,,30,0.29,1750.2
Marcos Giron,41,31.5,1834.3,,37,1789.6,78,1675.7,23,1752.1,,1849.2,2025-02,,48,-0.16,1774.4
Frances Tiafoe,42,27.0,1827.8,,40,1783.2,42,1745.9,25,1746.4,,1959.8,2023-06,,17,0.90,1664.4
Juncheng Shang,43,19.9,1823.4,,42,1778.1,76,1679.5,43,1686.9,,1902.7,2024-09,,55,-0.25,1717.4
Nishesh Basavareddy,44,19.8,1822.8,,39,1785.2,183,1521.4,83,1611.4,,1847.9,2025-01,,101,-0.83,1826.8
Miomir Kecmanovic,45,25.4,1817.7,,51,1762.9,38,1759.0,52,1675.6,,1895.2,2022-04,,49,-0.09,1860.6
Zizou Bergs,46,25.7,1817.2,,49,1765.3,49,1735.2,45,1685.7,,1840.3,2025-02,,53,-0.14,1797.9
Alexei Popyrin,47,25.5,1816.7,,52,1762.3,41,1750.6,51,1676.3,,1893.4,2024-08,,27,0.55,
Hamad Medjedovic,48,21.5,1816.4,,41,1778.7,46,1741.8,61,1652.0,,1820.9,2024-05,,72,-0.41,1874.2
Flavio Cobolli,49,22.8,1815.6,,44,1771.2,47,1739.1,84,1611.1,,1881.7,2024-12,,40,0.20,
Nuno Borges,50,28.0,1811.1,,46,1769.9,39,1751.5,97,1587.8,,1832.3,2025-01,,36,0.33,1786.9
Matteo Arnaldi,51,24.0,1806.6,,53,1760.4,33,1775.4,65,1642.6,,1886.8,2024-06,,35,0.38,1733.7
Reilly Opelka,52,27.4,1805.3,,43,1773.2,45,1742.2,66,1640.8,,1936.4,2022-04,,114,-0.78,1819.1
Pablo Carreno Busta,53,33.5,1801.3,,47,1765.8,30,1787.3,79,1618.9,,2001.9,2021-08,,112,-0.75,1766.6
Jacob Fearnley,54,23.5,1799.5,,54,1759.6,196,1509.7,40,1692.4,,1900.4,2024-10,,81,-0.41,1713.3
Brandon Nakashima,55,23.5,1797.8,,55,1751.7,56,1724.4,41,1691.3,,1897.5,2021-11,,33,0.51,1716.4
Andy Murray,56,37.0,1796.8,,56,1747.4,44,1742.8,22,1759.7,,2347.3,2017-01,,,,
Sebastian Baez,57,24.1,1794.3,,112,1637.2,21,1824.1,111,1566.1,,1934.5,2022-07,,34,0.52,1829.1
Quentin Halys,58,28.3,1788.3,,59,1739.5,70,1695.6,36,1711.3,,1796.2,2023-04,,59,-0.02,1813.7
Marton Fucsovics,59,33.0,1787.3,,62,1731.3,48,1738.5,30,1730.1,,1924.6,2021-03,,89,-0.41,1733.7
Yibing Wu,60,24.9,1785.4,,45,1771.0,111,1635.7,102,1578.2,,1874.7,2023-03,,416,-1.94,
Lorenzo Sonego,61,29.7,1785.2,,57,1744.2,61,1713.3,56,1661.0,,1887.9,2021-05,,37,0.50,1775.1
Laslo Djere,62,29.7,1783.8,,75,1690.4,32,1779.0,94,1592.3,,1836.0,2023-09,,74,-0.18,1887.6
Roman Safiullin,63,27.5,1783.3,,60,1734.8,62,1712.1,44,1686.8,,1894.2,2024-01,,69,-0.09,
Roberto Bautista Agut,64,36.8,1782.7,,65,1725.6,51,1732.8,29,1733.2,,2014.6,2016-02,,50,0.25,
Christopher Oconnell,65,30.7,1779.8,,61,1734.4,79,1673.0,57,1659.5,,1820.5,2024-09,,75,-0.14,1717.7
David Goffin,66,34.2,1770.7,,66,1725.2,58,1719.5,35,1714.2,,2038.8,2017-05,,56,0.16,
Gabriel Diallo,67,23.4,1769.4,,64,1728.6,117,1613.1,110,1567.3,,1800.8,2024-10,,88,-0.27,1732.5
Tomas Martin Etcheverry,68,25.6,1767.6,,70,1715.9,43,1743.5,135,1543.8,,1845.3,2023-05,,45,0.41,1699.5
Cameron Norrie,69,29.5,1763.4,,63,1728.8,37,1761.3,48,1682.0,,2018.1,2022-08,,77,-0.11,1661.6
Fabian Marozsan,70,25.3,1761.0,,68,1721.5,77,1678.5,101,1579.3,,1854.4,2024-03,,54,0.26,1705.8
Lucas Pouille,71,30.9,1760.7,,67,1721.6,83,1667.5,46,1685.1,,1977.4,2017-06,,99,-0.33,1704.6
Kei Nishikori,72,35.1,1754.5,,69,1716.9,104,1640.8,86,1610.1,,2210.8,2016-08,,76,-0.05,1669.2
Alexandre Muller,73,28.0,1753.7,,82,1681.0,57,1723.5,116,1562.0,,1774.7,2025-02,,44,0.51,1779.7
Benjamin Bonzi,74,28.7,1747.9,,71,1714.3,122,1604.9,63,1650.1,,1816.2,2022-06,,62,0.18,1601.2
Jaume Munar,75,27.7,1747.3,,91,1664.6,67,1708.3,137,1542.6,,1807.5,2022-08,,58,0.26,1787.4
Zhizhen Zhang,76,28.3,1742.9,,87,1666.9,54,1727.8,77,1621.0,,1828.8,2024-09,,51,0.40,1640.7
Marin Cilic,77,36.4,1740.6,,76,1686.7,72,1683.5,39,1699.4,,2094.7,2010-02,,142,-0.61,
Nicolas Jarry,78,29.3,1737.6,,78,1684.4,55,1724.8,70,1630.2,,1892.7,2023-10,,47,0.51,1570.7
Alexander Bublik,79,27.6,1734.8,,79,1684.4,87,1662.5,34,1717.7,,1880.3,2024-03,,82,-0.04,
Kamil Majchrzak,80,29.1,1734.3,,74,1690.8,63,1711.5,59,1653.9,,1795.3,2024-06,,122,-0.42,1647.6
Camilo Ugo Carabelli,81,25.6,1732.8,,158,1560.5,53,1731.2,142,1536.0,,1743.6,2025-02,,61,0.28,1772.4
Roberto Carballes Baena,82,31.9,1732.6,,89,1666.1,64,1711.5,118,1560.6,,1775.5,2024-10,,52,0.46,1603.5
Emil Ruusuvuori,83,25.9,1729.1,,72,1705.6,108,1636.4,69,1636.1,,1880.8,2023-06,,221,-0.98,
Aleksandar Vukic,84,28.8,1728.0,,83,1679.6,120,1608.2,62,1650.8,,1770.1,2025-01,,64,0.27,1580.7
Botic Van De Zandschulp,85,29.3,1727.8,,80,1683.2,73,1682.0,90,1603.2,,1928.6,2022-09,,85,0,1584.2
Stan Wawrinka,86,39.8,1719.3,,77,1686.0,80,1672.8,87,1609.8,,2144.5,2016-01,,165,-0.65,
Brandon Holt,87,26.8,1719.3,,81,1682.8,204,1499.5,127,1552.8,,1719.3,2025-02,,111,-0.24,1813.5
Mattia Bellucci,88,23.7,1718.2,,84,1674.0,155,1558.5,68,1639.4,,1802.0,2024-10,,70,0.23,1685.9
Mackenzie Mcdonald,89,29.8,1717.4,,73,1692.6,152,1561.9,80,1618.7,,1832.3,2023-03,,109,-0.20,1690.5
Pedro Martinez,90,27.8,1709.1,,107,1640.1,68,1704.6,227,1471.2,,1821.9,2022-04,,41,0.79,1680.8
Arthur Cazaux,91,22.5,1708.1,,85,1672.3,162,1547.5,114,1562.3,,1801.3,2024-02,,113,-0.22,1639.3
Raphael Collignon,92,23.1,1706.9,,92,1663.2,92,1655.4,121,1558.2,,1740.4,2024-11,,92,0,1689.9
Fabio Fognini,93,37.4,1706.8,,126,1615.0,65,1710.4,64,1648.3,,2008.0,2014-04,,95,-0.02,
Alejandro Tabilo,94,27.7,1702.0,,98,1651.1,81,1669.7,60,1652.9,,1881.5,2024-07,,31,1.11,
Borna Coric,95,28.2,1701.7,,86,1669.2,74,1681.3,85,1611.0,,1999.2,2019-01,,120,-0.23,1698.9
Soon Woo Kwon,96,27.1,1701.2,,88,1666.5,124,1602.7,107,1573.9,,1822.0,2023-01,,371,-1.35,
Borna Gojo,97,26.9,1701.0,,90,1665.8,112,1631.7,190,1498.0,,1790.3,2023-10,,423,-1.47,
