Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Carlos Alcaraz,1,22.0,2237.4,,2,2124.4,1,2199.0,1,2110.8,,2243.6,2023-08,,2,-0.69,2284.9
Jannik Sinner,2,23.7,2230.7,,1,2188.7,2,2122.7,3,1977.1,,2329.6,2025-01,,1,0.69,2162.7
Novak Djokovic,3,38.0,2161.4,,3,2114.7,3,2083.2,2,2037.2,,2463.2,2016-05,,5,-0.51,2050.1
Jack Draper,4,23.4,2080.1,,4,2025.9,7,1953.0,7,1889.8,,2103.8,2025-04,,4,0,2081.0
Alexander Zverev,5,28.0,2064.8,,5,2023.3,5,2005.1,8,1881.1,,2176.5,2022-01,,3,0.51,2014.4
Lorenzo Musetti,6,23.2,2044.2,,18,1890.3,4,2016.5,4,1913.4,,2050.5,2025-05,,6,0,2132.1
Tommy Paul,7,28.0,2023.6,,8,1942.1,8,1949.8,5,1899.9,,2028.8,2025-05,,8,-0.13,2067.2
Casper Ruud,8,26.4,1988.6,,14,1896.5,6,1976.1,34,1717.6,,2071.9,2022-05,,16,-0.69,2044.8
Daniil Medvedev,9,29.2,1987.8,,6,1953.4,13,1908.6,6,1889.9,,2201.2,2022-01,,11,-0.20,1887.4
Alex De Minaur,10,26.2,1984.1,,10,1927.5,14,1889.2,13,1827.0,,2053.1,2024-06,,10,0,1967.2
Arthur Fils,11,20.9,1983.0,,13,1902.1,9,1947.5,12,1827.6,,1985.4,2025-04,,14,-0.24,2013.4
Taylor Fritz,12,27.5,1980.0,,7,1948.9,17,1872.5,10,1857.3,,2054.0,2025-01,,7,0.54,1836.5
Grigor Dimitrov,13,34.0,1962.7,,9,1929.4,18,1869.1,15,1802.2,,2111.5,2014-08,,19,-0.38,1821.4
Holger Rune,14,22.0,1960.3,,11,1910.8,12,1915.1,14,1810.0,,2082.0,2023-05,,9,0.44,1943.4
Matteo Berrettini,15,29.0,1954.1,,22,1873.9,11,1934.1,9,1873.1,,2065.7,2022-07,,28,-0.62,1933.4
Stefanos Tsitsipas,16,26.7,1941.7,,20,1884.3,10,1942.2,18,1774.8,,2145.1,2021-05,,26,-0.49,1885.6
Hubert Hurkacz,17,28.2,1939.8,,21,1874.9,16,1878.1,11,1837.6,,2022.5,2024-06,,32,-0.63,1898.8
Francisco Cerundolo,18,26.7,1929.2,,25,1866.5,15,1883.0,29,1723.2,,1961.6,2025-04,,18,0,1942.1
Gael Monfils,19,38.7,1920.6,,19,1889.0,43,1749.2,32,1719.1,,2087.1,2016-10,,42,-0.79,1903.4
Joao Fonseca,20,18.7,1918.5,,12,1906.1,28,1803.6,67,1639.8,,1992.5,2025-03,,57,-1.05,1910.9
Tallon Griekspoor,21,28.8,1917.8,,23,1869.5,21,1824.8,16,1789.7,,1936.3,2025-03,,34,-0.48,1927.7
Ben Shelton,22,22.6,1914.7,,24,1869.1,22,1823.6,27,1727.9,,1975.5,2024-10,,12,0.61,1879.7
Jiri Lehecka,23,23.5,1904.5,,27,1858.1,33,1789.1,42,1702.3,,1966.5,2025-02,,33,-0.36,1893.4
