Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Jannik Sinner,1,23.2,2309.3,,1,2275.2,1,2142.2,1,2075.6,,2309.3,2024-11,,1,0,2339.1
Novak Djokovic,2,37.3,2193.7,,2,2145.7,3,2097.8,3,2052.3,,2470.4,2016-03,,7,-1.25,2139.6
Carlos Alcaraz,3,21.5,2155.5,,3,2081.3,2,2111.6,2,2067.0,,2239.3,2023-08,,3,0,2120.8
Alexander Zverev,4,27.5,2083.8,,4,2029.4,4,2026.1,5,1885.2,,2161.5,2022-01,,2,0.69,2107.8
Daniil Medvedev,5,28.7,2043.6,,5,2007.8,7,1939.5,4,1902.8,,2191.6,2022-01,,5,0,1970.6
Taylor Fritz,6,27.0,2034.2,,6,1981.8,8,1930.9,6,1881.0,,2040.8,2023-04,,4,0.41,2078.9
Grigor Dimitrov,7,33.4,2017.9,,7,1969.5,11,1912.7,11,1837.8,,2091.0,2014-08,,10,-0.36,1984.1
Jack Draper,8,22.8,2000.8,,8,1946.1,26,1779.7,10,1841.6,,2018.5,2024-10,,15,-0.63,2040.9
Hubert Hurkacz,9,27.7,1979.5,,10,1914.8,12,1901.8,7,1873.9,,2023.2,2024-08,,16,-0.58,1953.0
Holger Rune,10,21.5,1968.3,,11,1913.8,10,1921.6,13,1814.3,,2069.4,2023-05,,13,-0.26,1978.1
Tommy Paul,11,27.4,1964.9,,12,1903.9,15,1865.5,8,1867.7,,2010.0,2024-07,,12,-0.09,1957.0
Tomas Machac,12,24.0,1961.0,,9,1919.3,19,1834.2,31,1726.7,,1974.6,2024-10,,25,-0.73,2010.4
Matteo Berrettini,13,28.6,1951.3,,21,1846.8,6,1947.0,9,1855.1,,2072.3,2022-07,,34,-0.96,1954.8
Stefanos Tsitsipas,14,26.2,1951.1,,14,1883.9,5,1975.5,17,1776.7,,2133.3,2021-05,,11,0.24,1923.5
Ugo Humbert,15,26.3,1921.3,,13,1902.9,28,1777.4,18,1766.8,,2009.4,2024-03,,14,0.07,1938.5
Alex De Minaur,16,25.7,1921.3,,17,1865.5,23,1808.2,16,1789.4,,2038.0,2024-06,,9,0.58,1947.9
Sebastian Korda,17,24.1,1920.6,,18,1862.0,35,1759.6,15,1789.9,,2005.0,2023-01,,22,-0.26,1942.9
Andrey Rublev,18,27.0,1916.6,,15,1877.7,14,1889.5,14,1791.5,,2106.1,2021-04,,8,0.81,1846.8
Karen Khachanov,19,28.4,1911.7,,16,1869.3,17,1840.3,35,1707.4,,2015.2,2018-10,,19,0,1962.3
Lorenzo Musetti,20,22.7,1904.3,,33,1792.8,13,1890.6,12,1831.5,,1972.5,2024-08,,17,0.16,1901.5
Casper Ruud,21,25.8,1901.8,,24,1828.5,9,1926.7,51,1669.1,,2063.7,2022-05,,6,1.25,1834.9
Ben Shelton,22,22.1,1899.6,,19,1860.5,42,1749.6,32,1717.3,,1960.4,2024-10,,21,0.05,1901.5
Gael Monfils,23,38.1,1883.8,,20,1858.1,61,1710.1,39,1700.6,,2068.0,2015-04,,55,-0.87,1914.0
Thanasi Kokkinakis,24,28.6,1880.6,,22,1834.6,33,1766.7,59,1658.0,,1890.5,2024-11,,77,-1.17,1937.6
Arthur Fils,25,20.5,1878.6,,27,1819.4,20,1828.9,25,1746.2,,1920.0,2024-10,,20,0.22,1887.7
Jan Lennard Struff,26,34.5,1875.1,,41,1765.9,16,1852.8,23,1752.4,,1925.7,2024-07,,42,-0.48,1865.1
Alexei Popyrin,27,25.2,1874.8,,25,1825.0,27,1779.6,36,1705.3,,1893.4,2024-08,,24,0.12,1924.2
Felix Auger Aliassime,28,24.2,1868.0,,31,1802.4,18,1838.4,30,1728.1,,2052.8,2022-10,,29,-0.04,1836.6
Jordan Thompson,29,30.5,1861.1,,26,1823.4,104,1638.9,22,1755.6,,1877.1,2024-08,,26,0.11,1894.1
Flavio Cobolli,30,22.4,1860.8,,23,1831.9,34,1761.7,71,1633.7,,1860.8,2024-10,,32,-0.06,1906.4
Rafael Nadal,31,38.4,1855.2,,42,1765.7,22,1817.7,48,1677.6,,2370.4,2009-05,,153,-1.60,1797.5
Tallon Griekspoor,32,28.3,1854.6,,30,1802.6,30,1774.7,20,1756.7,,1925.2,2022-01,,40,-0.22,1851.0
Frances Tiafoe,33,26.7,1847.7,,29,1803.8,36,1755.9,21,1756.3,,1959.8,2023-06,,18,0.61,1842.6
Denis Shapovalov,34,25.5,1842.7,,32,1799.8,29,1776.1,38,1702.5,,1970.2,2020-01,,56,-0.50,1891.7
Alex Michelsen,35,20.3,1836.7,,28,1806.1,131,1598.4,37,1704.9,,1862.0,2024-11,,41,-0.16,1851.2
Francisco Cerundolo,36,26.2,1836.0,,39,1769.0,21,1826.5,49,1675.2,,1938.1,2023-07,,30,0.18,1850.2
