Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,WTA Rank,Log diff,yElo
Aryna Sabalenka,1,27.0,2202.2,,1,2143.8,1,2120.4,1,1958.4,,2214.1,2025-05,,1,0,2212.9
Coco Gauff,2,21.2,2153.9,,4,2070.4,2,2084.5,2,1915.1,,2155.7,2024-01,,2,0,2188.7
Iga Swiatek,3,23.9,2133.0,,2,2088.3,3,2065.8,3,1860.0,,2291.0,2024-07,,7,-0.85,2087.6
Mirra Andreeva,4,18.0,2091.4,,3,2073.7,5,1972.9,12,1792.6,,2159.2,2025-03,,6,-0.41,2088.5
Qinwen Zheng,5,22.6,2058.5,,5,1996.3,4,1997.5,38,1698.1,,2098.3,2024-11,,5,0,2023.7
Madison Keys,6,30.2,2031.9,,7,1966.3,9,1928.9,6,1829.1,,2090.1,2016-08,,8,-0.29,2062.6
Jasmine Paolini,7,29.3,2023.4,,9,1937.4,6,1948.8,5,1832.2,,2034.9,2025-05,,4,0.56,2072.4
Elena Rybakina,8,25.9,2016.2,,8,1961.7,8,1933.0,4,1849.0,,2155.6,2024-04,,11,-0.32,2006.6
Elina Svitolina,9,30.7,2006.3,,11,1925.5,7,1934.1,9,1806.6,,2120.6,2018-05,,13,-0.37,2092.8
Jessica Pegula,10,31.2,2005.0,,6,1975.5,10,1864.8,8,1809.1,,2094.9,2024-01,,3,1.20,1958.5
Karolina Muchova,11,28.7,1958.9,,10,1928.0,23,1802.8,21,1742.0,,2029.1,2023-08,,14,-0.24,1850.5
Paula Badosa,12,27.5,1942.9,,12,1897.6,11,1842.8,17,1760.1,,2078.1,2022-01,,9,0.29,1898.5
Ekaterina Alexandrova,13,30.5,1923.7,,18,1851.1,14,1826.6,10,1802.1,,1977.2,2020-02,,19,-0.38,1995.6
Amanda Anisimova,14,23.7,1916.9,,13,1886.6,25,1795.6,41,1695.3,,2013.4,2022-08,,15,-0.07,1901.2
Belinda Bencic,15,28.1,1916.7,,14,1881.8,39,1755.4,30,1708.3,,2100.0,2015-09,,36,-0.88,1955.0
Marta Kostyuk,16,22.9,1908.6,,15,1858.9,18,1822.7,35,1701.7,,1986.1,2024-04,,26,-0.49,1897.8
Emma Raducanu,17,22.5,1906.4,,20,1846.8,24,1797.1,19,1749.7,,1998.0,2021-08,,37,-0.78,1886.1
Jelena Ostapenko,18,27.9,1900.0,,26,1827.6,12,1841.8,7,1814.7,,2029.5,2017-10,,20,-0.11,1914.2
Elise Mertens,19,29.5,1898.7,,16,1853.0,17,1822.9,43,1688.8,,2042.7,2021-04,,25,-0.27,1922.9
Danielle Collins,20,31.4,1894.8,,31,1816.8,13,1833.9,39,1697.4,,2061.1,2024-05,,55,-1.01,1881.3
Liudmila Samsonova,21,26.5,1894.3,,23,1831.5,22,1803.5,16,1763.3,,1984.3,2023-10,,18,0.15,1904.3
Peyton Stearns,22,23.6,1889.9,,38,1800.2,16,1824.4,81,1597.6,,1925.1,2025-05,,35,-0.46,1910.7
Anastasia Potapova,23,24.1,1885.5,,30,1818.0,19,1818.3,31,1708.0,,1920.5,2023-06,,40,-0.55,1907.6
Daria Kasatkina,24,28.0,1883.8,,27,1827.1,21,1808.2,11,1795.7,,2036.5,2018-03,,16,0.41,1818.4
