Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Jannik Sinner,1,23.4,2324.8,,1,2290.5,1,2150.0,1,2083.3,,2324.8,2025-01,,1,0,2002.3
Novak Djokovic,2,37.7,2185.9,,2,2136.5,3,2093.9,3,2048.4,,2470.4,2016-03,,7,-1.25,1913.4
Carlos Alcaraz,3,21.7,2152.2,,3,2083.2,2,2109.9,2,2065.4,,2239.3,2023-08,,3,0,1944.2
Alexander Zverev,4,27.8,2075.4,,4,2036.8,4,2004.5,5,1881.0,,2161.5,2022-01,,2,0.69,1875.6
Jack Draper,5,23.1,2035.5,,5,1981.9,27,1797.1,8,1858.9,,2055.5,2025-02,,12,-0.88,1918.4
Daniil Medvedev,6,29.0,2017.2,,6,1978.1,8,1926.3,4,1889.6,,2191.6,2022-01,,6,0,1777.3
Grigor Dimitrov,7,33.7,2011.4,,7,1962.3,10,1909.4,11,1834.5,,2091.0,2014-08,,16,-0.83,
Taylor Fritz,8,27.2,2003.8,,8,1950.5,9,1915.6,7,1865.7,,2040.8,2023-04,,4,0.69,1778.9
Tommy Paul,9,27.7,1972.5,,12,1917.0,15,1869.3,6,1871.5,,2010.0,2024-07,,10,-0.11,1878.2
Tomas Machac,10,24.3,1970.5,,9,1928.5,18,1839.0,28,1731.5,,1987.9,2025-02,,25,-0.92,1834.1
Alex De Minaur,11,26.0,1970.3,,11,1919.5,20,1832.7,13,1813.9,,2038.0,2024-06,,8,0.32,1959.1
Ugo Humbert,12,26.6,1949.9,,10,1928.5,28,1791.7,16,1781.1,,2009.4,2024-03,,15,-0.22,1905.6
Hubert Hurkacz,13,27.9,1939.5,,17,1875.2,14,1881.9,9,1853.9,,2023.2,2024-08,,20,-0.43,1729.5
Matteo Berrettini,14,28.8,1937.3,,24,1843.9,7,1940.0,10,1848.1,,2072.3,2022-07,,30,-0.76,1710.4
Gael Monfils,15,38.3,1935.5,,13,1907.5,49,1735.9,31,1726.4,,2068.0,2015-04,,40,-0.98,1994.9
Andrey Rublev,16,27.3,1934.6,,14,1895.7,11,1898.4,14,1800.5,,2106.1,2021-04,,9,0.58,1943.5
Casper Ruud,17,26.1,1928.9,,20,1862.3,6,1940.3,49,1682.7,,2063.7,2022-05,,5,1.22,1856.2
Jiri Lehecka,18,23.2,1928.0,,15,1882.3,33,1768.6,35,1717.4,,1937.3,2025-02,,22,-0.20,1994.3
Holger Rune,19,21.7,1925.7,,16,1876.1,13,1888.7,15,1793.0,,2069.4,2023-05,,13,0.38,1696.6
Felix Auger Aliassime,20,24.5,1919.3,,19,1863.5,16,1864.0,22,1753.7,,2052.8,2022-10,,21,-0.05,1920.7
Ben Shelton,21,22.3,1913.1,,18,1869.7,38,1756.3,32,1724.0,,1960.4,2024-10,,14,0.41,1785.4
Stefanos Tsitsipas,22,26.5,1910.3,,25,1843.7,5,1955.1,20,1756.3,,2133.3,2021-05,,11,0.69,1611.3
Lorenzo Musetti,23,22.9,1906.6,,32,1803.4,12,1895.7,12,1832.6,,1972.5,2024-08,,17,0.30,1751.1
Joao Fonseca,24,18.4,1897.1,,21,1857.0,26,1800.8,74,1628.6,,1928.7,2025-02,,78,-1.18,1888.5
Thanasi Kokkinakis,25,28.7,1897.1,,22,1851.9,31,1774.9,54,1666.3,,1905.3,2025-01,,84,-1.21,1738.1
Denis Shapovalov,26,25.8,1896.1,,23,1851.8,25,1802.8,30,1729.2,,1970.2,2020-01,,32,-0.21,1947.8
Karen Khachanov,27,28.7,1877.4,,27,1832.9,22,1823.2,41,1690.3,,2015.2,2018-10,,24,0.12,
Jordan Thompson,28,30.7,1876.3,,26,1837.5,99,1646.5,18,1763.2,,1887.7,2025-01,,37,-0.28,1720.3
Arthur Fils,29,20.6,1874.2,,28,1817.5,21,1826.7,25,1744.0,,1920.0,2024-10,,19,0.42,1721.4
Sebastian Korda,30,24.6,1869.1,,30,1809.5,50,1733.9,17,1764.2,,2005.0,2023-01,,23,0.27,1615.9
Jakub Mensik,31,19.4,1856.3,,29,1811.1,34,1768.1,73,1629.2,,1912.2,2024-10,,54,-0.55,1799.6
Rafael Nadal,32,38.4,1855.2,,50,1765.7,23,1817.7,52,1677.6,,2370.4,2009-05,,173,-1.69,
Tallon Griekspoor,33,28.6,1849.5,,36,1790.4,32,1772.1,21,1754.2,,1925.2,2022-01,,47,-0.35,1710.2
Francisco Cerundolo,34,26.5,1848.3,,51,1765.0,17,1844.1,51,1681.3,,1938.1,2023-07,,26,0.27,1777.9
Jan Lennard Struff,35,34.8,1845.2,,57,1745.4,19,1837.9,26,1737.5,,1925.7,2024-07,,46,-0.27,1607.3
Alex Michelsen,36,20.4,1844.6,,31,1807.1,128,1602.4,37,1708.8,,1881.9,2025-01,,34,0.06,1772.6
Alejandro Davidovich Fokina,37,25.6,1839.5,,34,1801.2,35,1767.9,63,1648.3,,1928.3,2021-05,,48,-0.26,1836.3
Yoshihito Nishioka,38,29.3,1838.2,,33,1803.3,64,1709.9,58,1659.2,,1891.8,2023-01,,60,-0.46,1878.2
Marcos Giron,39,31.5,1836.8,,35,1791.7,78,1676.9,23,1753.3,,1849.2,2025-02,,52,-0.29,1771.8
Miomir Kecmanovic,40,25.4,1833.7,,42,1780.1,36,1767.0,47,1683.6,,1895.2,2022-04,,44,-0.10,1919.5
Giovanni Mpetshi Perricard,41,21.5,1833.1,,40,1782.6,62,1712.8,33,1723.6,,1865.0,2024-12,,29,0.35,1715.8
Zizou Bergs,42,25.7,1833.1,,41,1782.5,43,1743.2,38,1693.6,,1840.3,2025-02,,56,-0.29,1841.1
Frances Tiafoe,43,27.0,1829.4,,38,1785.6,41,1746.7,24,1747.1,,1959.8,2023-06,,18,0.87,1626.7
Alexei Popyrin,44,25.5,1827.3,,46,1772.8,39,1755.9,50,1681.6,,1893.4,2024-08,,27,0.49,
Flavio Cobolli,45,22.7,1825.3,,39,1783.2,42,1743.9,80,1615.9,,1881.7,2024-12,,39,0.14,
Nishesh Basavareddy,46,19.7,1825.2,,37,1788.5,183,1522.6,83,1612.6,,1847.9,2025-01,,106,-0.83,1834.4
Juncheng Shang,47,19.9,1823.4,,44,1778.1,77,1679.5,43,1686.9,,1902.7,2024-09,,58,-0.21,1717.4
Hamad Medjedovic,48,21.5,1816.4,,43,1778.7,46,1741.8,61,1652.0,,1820.9,2024-05,,71,-0.39,1874.2
Matteo Arnaldi,49,23.9,1811.8,,48,1766.1,30,1778.0,66,1645.2,,1886.8,2024-06,,33,0.40,1744.6
