Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,WTA Rank,Log diff,yElo
Aryna Sabalenka,1,26.4,2183.9,,1,2131.8,2,2075.5,1,1970.5,,2183.9,2024-10,,1,0,2238.2
Iga Swiatek,2,23.2,2128.5,,2,2070.3,1,2080.4,2,1856.8,,2290.5,2024-07,,2,0,2190.7
Qinwen Zheng,3,21.9,2062.4,,4,2004.8,3,2005.2,34,1699.9,,2073.0,2024-10,,7,-0.85,2082.4
Coco Gauff,4,20.5,2061.2,,3,2026.3,4,1970.9,3,1852.4,,2155.0,2024-01,,3,0.29,2047.3
Paula Badosa,5,26.9,2020.5,,8,1954.0,6,1899.2,7,1816.9,,2084.4,2022-01,,14,-1.03,2080.0
Jessica Pegula,6,30.6,2014.8,,5,1975.1,13,1833.0,8,1809.6,,2092.9,2024-01,,4,0.41,2056.1
Elena Rybakina,7,25.1,2002.8,,6,1955.5,7,1894.7,4,1847.0,,2152.0,2024-04,,5,0.34,2092.1
Karolina Muchova,8,28.1,1997.6,,7,1954.3,12,1837.2,25,1743.4,,2025.5,2023-08,,25,-1.14,2087.0
Danielle Collins,9,30.7,1975.2,,9,1917.7,5,1913.3,20,1754.1,,2069.4,2024-05,,11,-0.20,1942.7
Jasmine Paolini,10,28.7,1950.0,,11,1882.4,10,1866.1,17,1764.3,,1980.0,2024-07,,6,0.51,1963.0
Madison Keys,11,29.6,1941.9,,18,1849.0,9,1868.5,10,1795.8,,2091.6,2016-08,,20,-0.60,1990.6
Mirra Andreeva,12,17.4,1928.4,,15,1862.7,8,1882.1,42,1685.0,,1994.8,2024-05,,17,-0.35,1919.8
Emma Navarro,13,23.3,1925.9,,10,1882.6,14,1828.5,14,1767.9,,1992.8,2024-08,,8,0.49,1915.6
Daria Kasatkina,14,27.4,1922.6,,22,1836.4,11,1845.4,9,1807.5,,2047.4,2018-03,,9,0.44,1927.6
Beatriz Haddad Maia,15,28.3,1911.2,,13,1870.6,16,1812.1,16,1765.1,,1932.0,2023-08,,10,0.41,1942.0
Marta Kostyuk,16,22.2,1907.7,,12,1873.7,22,1789.8,37,1691.3,,1989.5,2024-04,,18,-0.12,1897.1
Diana Shnaider,17,20.5,1901.4,,20,1839.4,18,1805.7,11,1781.8,,1971.6,2024-08,,16,0.06,1902.3
Elina Svitolina,18,29.9,1899.7,,19,1846.2,17,1810.6,22,1750.4,,2114.0,2018-05,,26,-0.37,1925.4
Anna Kalinskaya,19,25.8,1899.6,,14,1866.3,44,1732.7,24,1744.5,,1959.4,2024-02,,12,0.46,1883.4
Yulia Putintseva,20,29.7,1896.4,,26,1825.3,15,1815.6,13,1768.7,,1920.0,2024-08,,29,-0.37,1938.2
Emma Raducanu,21,21.8,1895.7,,27,1824.9,50,1728.2,21,1751.9,,2005.1,2021-08,,55,-0.96,1894.8
Liudmila Samsonova,22,25.9,1889.3,,24,1831.0,30,1756.6,15,1766.1,,1989.0,2023-10,,23,-0.04,1861.7
Amanda Anisimova,23,23.1,1888.8,,16,1862.6,42,1736.5,40,1687.9,,2010.1,2022-08,,38,-0.50,1950.7
Donna Vekic,24,28.2,1888.4,,29,1814.2,20,1793.6,12,1775.9,,1950.9,2019-08,,19,0.23,1923.7
Barbora Krejcikova,25,28.8,1882.5,,25,1826.9,41,1736.6,5,1829.9,,2049.0,2021-08,,13,0.65,1835.1
Jelena Ostapenko,26,27.2,1879.9,,21,1838.3,19,1794.5,6,1817.6,,2035.3,2022-02,,15,0.55,1770.9
Leylah Fernandez,27,22.0,1864.8,,28,1822.8,40,1737.1,26,1735.7,,1974.5,2022-03,,35,-0.26,1845.5
Anastasia Pavlyuchenkova,28,33.1,1858.2,,23,1836.2,27,1762.8,54,1650.4,,2063.5,2011-05,,30,-0.07,1848.5
Linda Noskova,29,19.7,1853.1,,17,1853.6,61,1706.7,65,1632.8,,1932.9,2024-04,,27,0.07,1842.0
Naomi Osaka,30,26.9,1849.3,,30,1807.0,56,1715.1,50,1663.9,,2200.2,2021-03,,56,-0.62,1887.9
Anastasia Potapova,31,23.5,1842.9,,37,1791.1,23,1777.5,30,1713.0,,1915.9,2023-06,,37,-0.18,1825.6
Elise Mertens,32,28.9,1842.8,,36,1792.4,21,1793.3,38,1691.1,,2045.8,2021-04,,36,-0.12,1825.4
Victoria Azarenka,33,35.0,1831.5,,35,1797.7,65,1701.2,49,1665.7,,2331.4,2013-03,,21,0.45,1958.1
Magdalena Frech,34,26.8,1828.6,,34,1800.2,59,1708.8,52,1652.9,,1831.3,2024-10,,24,0.35,1898.7
Ekaterina Alexandrova,35,29.8,1827.5,,32,1801.7,71,1681.9,19,1754.5,,1975.0,2020-02,,28,0.22,1789.5
Ons Jabeur,36,29.9,1826.8,,54,1742.3,24,1774.8,23,1747.5,,2106.9,2022-06,,32,0.12,1866.1
Caroline Wozniacki,37,34.1,1825.8,,40,1776.2,63,1704.4,31,1711.2,,2252.4,2011-04,,72,-0.67,1838.8
Karolina Pliskova,38,32.4,1824.7,,31,1802.3,33,1752.0,28,1727.4,,2088.2,2019-07,,42,-0.10,1772.5
Marketa Vondrousova,39,25.0,1822.0,,49,1753.2,45,1731.6,47,1666.2,,2060.3,2019-05,,31,0.23,1878.7
Magda Linette,40,32.6,1820.8,,52,1745.0,26,1763.4,55,1648.9,,1859.4,2023-02,,40,0,1859.3
Xin Yu Wang,41,23.0,1820.0,,43,1767.4,67,1688.8,32,1710.5,,1827.7,2023-10,,39,0.05,1841.4
Taylor Townsend,42,28.4,1818.1,,38,1782.2,36,1742.8,107,1553.5,,1832.1,2024-04,,66,-0.45,1825.5
Katie Boulter,43,28.2,1815.0,,42,1775.3,111,1602.9,18,1761.1,,1887.2,2024-02,,33,0.26,1790.2
Katerina Siniakova,44,28.4,1813.8,,48,1760.1,46,1729.7,29,1723.6,,1935.4,2017-01,,48,-0.09,1775.2
Sorana Cirstea,45,34.2,1812.6,,33,1801.5,57,1710.8,60,1641.4,,1908.4,2013-08,,69,-0.43,1677.4
Caroline Garcia,46,30.8,1812.0,,41,1775.7,28,1762.5,27,1733.9,,2044.3,2017-10,,43,0.07,1704.5
Eva Lys,47,22.7,1811.2,,46,1764.6,54,1715.6,61,1639.8,,1836.9,2024-10,,124,-0.97,1838.2
Marie Bouzkova,48,26.2,1809.2,,47,1761.8,43,1732.9,53,1651.4,,1941.4,2022-10,,47,0.02,1781.3
Camila Osorio,49,22.8,1803.0,,59,1728.5,29,1759.7,43,1672.5,,1867.7,2023-05,,63,-0.25,1796.9
Elina Avanesyan,50,22.0,1800.4,,64,1719.0,34,1750.2,44,1671.1,,1855.8,2024-08,,45,0.11,1805.6
Bianca Andreescu,51,24.3,1798.1,,44,1766.5,47,1729.4,51,1661.1,,2158.7,2019-09,,159,-1.14,1684.7
Peyton Stearns,52,22.9,1798.1,,53,1743.4,37,1742.7,113,1546.2,,1818.3,2023-05,,46,0.12,1832.8
Irina Camelia Begu,53,34.1,1794.1,,68,1711.7,25,1766.9,81,1608.2,,1942.9,2016-05,,100,-0.63,1741.7
Brenda Fruhvirtova,54,17.2,1792.7,,66,1717.3,58,1709.9,78,1610.1,,1809.2,2024-07,,119,-0.79,1801.6
Ashlyn Krueger,55,20.4,1792.3,,50,1747.4,91,1651.1,57,1643.9,,1833.1,2024-09,,64,-0.15,1801.3
Anastasija Sevastova,56,33.8,1791.6,,61,1726.0,35,1749.2,36,1692.7,,1992.8,2018-10,,363,-1.87,1674.8
Maria Sakkari,57,29.0,1791.3,,39,1778.5,53,1720.6,56,1645.6,,2070.6,2022-03,,22,0.95,1846.7
Veronika Kudermetova,58,27.4,1788.7,,55,1741.6,38,1742.0,35,1694.5,,1973.9,2023-05,,62,-0.07,1741.2
Lesia Tsurenko,59,35.3,1788.7,,56,1741.6,39,1740.2,39,1688.6,,1944.5,2018-12,,120,-0.71,1668.1
Bernarda Pera,60,29.8,1785.1,,67,1713.6,31,1755.3,62,1637.6,,1843.2,2022-08,,79,-0.28,1794.7
Lulu Sun,61,23.4,1784.6,,57,1740.8,118,1596.8,41,1686.1,,1818.3,2024-08,,41,0.40,1815.1
Mccartney Kessler,62,25.2,1775.7,,45,1764.7,172,1506.5,70,1624.9,,1851.5,2024-03,,73,-0.16,1784.3
Ajla Tomljanovic,63,31.4,1773.3,,69,1710.8,60,1707.3,33,1710.3,,1905.2,2022-08,,81,-0.25,1728.3
Sloane Stephens,64,31.4,1769.1,,75,1701.1,32,1755.1,64,1633.7,,2022.8,2017-08,,75,-0.16,1644.5
Clara Tauson,65,21.8,1768.3,,62,1720.9,55,1715.5,114,1546.1,,1964.7,2022-01,,53,0.20,1773.9
Elisabetta Cocciaretto,66,23.7,1767.8,,78,1694.3,49,1728.5,48,1666.0,,1848.6,2023-07,,52,0.24,1749.1
Yuliia Starodubtseva,67,24.6,1763.0,,51,1745.8,108,1605.9,59,1642.1,,1828.7,2024-10,,89,-0.28,1777.5
Storm Hunter,68,29.6,1762.5,,63,1720.2,93,1649.2,75,1614.8,,1770.1,2024-03,,192,-1.04,1787.2
Rebecca Sramkova,69,27.9,1756.6,,60,1726.2,92,1650.4,110,1550.9,,1762.0,2024-09,,51,0.30,1840.1
Olga Danilovic,70,23.7,1755.8,,108,1643.5,51,1727.6,95,1584.8,,1800.1,2018-08,,86,-0.21,1763.4
Laura Siegemund,71,36.6,1755.5,,65,1718.3,68,1685.4,85,1602.0,,1919.5,2016-05,,98,-0.32,1698.5
Yue Yuan,72,26.0,1750.0,,58,1738.5,107,1608.0,109,1551.7,,1854.6,2024-04,,44,0.49,1740.3
Olivia Gadecki,73,22.4,1749.3,,72,1708.0,133,1579.0,69,1625.3,,1756.2,2024-10,,83,-0.13,1795.4
Sonay Kartal,74,22.9,1748.5,,83,1684.5,232,1432.6,58,1643.8,,1752.5,2024-09,,92,-0.22,1796.2
Anhelina Kalinina,75,27.6,1747.4,,76,1696.5,48,1729.3,91,1590.9,,1871.8,2022-06,,54,0.33,1672.5
Ana Bogdan,76,31.8,1746.3,,77,1695.2,64,1701.8,63,1635.6,,1820.6,2023-07,,109,-0.36,1717.2
Shelby Rogers,77,31.8,1745.7,,70,1710.8,81,1659.8,82,1605.5,,1874.6,2021-04,,335,-1.47,1559.1
Angelique Kerber,78,36.5,1745.2,,84,1683.9,79,1669.9,67,1631.0,,2145.2,2016-10,,,,1781.9
Elena Gabriela Ruse,79,26.8,1738.3,,80,1689.2,72,1680.2,73,1622.0,,1849.4,2022-02,,122,-0.43,1741.1
Diane Parry,80,22.1,1734.1,,82,1685.7,75,1676.0,80,1609.7,,1756.1,2024-03,,50,0.47,1738.9
Alina Korneeva,81,17.3,1732.1,,73,1706.0,191,1483.8,116,1541.0,,1770.6,2024-10,,249,-1.12,1720.1
Hailey Baptiste,82,22.9,1731.4,,71,1708.6,103,1618.2,96,1579.7,,1742.1,2024-10,,80,0.02,1768.6
Katie Volynets,83,22.7,1731.4,,92,1667.4,52,1725.3,93,1586.4,,1820.1,2024-06,,59,0.34,1717.8
Jessica Bouzas Maneiro,84,22.0,1731.2,,87,1676.3,78,1670.9,72,1622.3,,1794.2,2024-04,,60,0.34,1732.1
Erika Andreeva,85,20.3,1728.9,,74,1702.4,100,1624.1,90,1591.6,,1784.4,2024-03,,65,0.27,1731.2
Sara Sorribes Tormo,86,27.9,1725.8,,86,1681.1,73,1679.9,102,1565.9,,1909.3,2021-08,,112,-0.26,1677.2
Varvara Gracheva,87,24.1,1723.0,,96,1663.2,85,1657.7,104,1559.4,,1816.5,2023-04,,68,0.25,1738.3
Robin Montgomery,88,19.9,1719.2,,114,1630.8,96,1640.0,46,1666.6,,1772.0,2024-07,,106,-0.19,1727.0
Jaqueline Cristian,89,26.3,1717.0,,106,1645.4,74,1679.3,182,1464.0,,1785.7,2024-05,,74,0.18,1704.7
Aliaksandra Sasnovich,90,30.4,1716.8,,98,1660.1,84,1657.7,92,1590.0,,1944.0,2019-01,,143,-0.46,1740.7
Arantxa Rus,91,33.8,1716.6,,99,1657.3,69,1684.8,123,1530.9,,1769.7,2011-06,,77,0.17,1749.0
Greet Minnen,92,27.1,1714.3,,90,1670.9,124,1588.1,66,1631.5,,1785.8,2020-02,,90,0.02,1720.5
Mayar Sherif,93,28.3,1713.5,,167,1542.8,62,1705.5,119,1537.8,,1847.4,2023-06,,93,0,1657.6
Dayana Yastremska,94,24.3,1708.7,,97,1663.0,80,1666.1,88,1595.5,,1991.7,2019-02,,34,1.02,1635.1
Viktoriya Tomova,95,29.6,1707.3,,107,1645.4,89,1655.2,94,1585.9,,1747.6,2024-06,,49,0.66,1700.9
Petra Martic,96,33.6,1706.4,,91,1668.2,77,1671.6,76,1614.1,,1978.5,2019-09,,121,-0.23,1611.5
Suzan Lamens,97,25.2,1706.3,,79,1693.7,132,1584.6,180,1464.9,,1706.3,2024-10,,88,0.10,1750.9
