Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,ATP Rank,Log diff,yElo
Carlos Alcaraz,1,22.3,2277.8,,2,2186.1,1,2219.1,1,2142.2,,2296.4,2025-09,,1,0,2330.4
Jannik Sinner,2,24.0,2243.4,,1,2191.2,2,2129.0,2,2050.1,,2329.6,2025-01,,2,0,2233.4
Novak Djokovic,3,38.2,2080.5,,3,2031.2,3,1992.7,4,1945.5,,2463.2,2016-05,,4,-0.29,2124.7
Taylor Fritz,4,27.8,2053.8,,5,1998.9,8,1909.4,3,1951.0,,2054.0,2025-01,,5,-0.22,2085.2
Alexander Zverev,5,28.4,2039.3,,4,1999.3,4,1992.3,5,1874.6,,2176.5,2022-01,,3,0.51,1984.6
Ben Shelton,6,22.8,1996.2,,6,1951.1,14,1864.4,12,1813.7,,2024.4,2025-08,,6,0,2026.9
Alex De Minaur,7,26.5,1994.3,,7,1948.3,11,1894.3,10,1833.0,,2053.1,2024-06,,8,-0.13,1997.8
Lorenzo Musetti,8,23.5,1987.0,,15,1873.5,5,1987.9,6,1859.5,,2050.5,2025-05,,9,-0.12,1982.6
Jiri Lehecka,9,23.8,1978.9,,8,1929.1,20,1826.3,11,1821.9,,1978.9,2025-09,,17,-0.64,2024.1
Tommy Paul,10,28.2,1971.8,,10,1904.0,7,1923.9,9,1838.3,,2028.8,2025-05,,15,-0.41,1929.9
Alexander Bublik,11,28.2,1957.8,,22,1845.5,10,1902.9,7,1847.9,,1959.1,2025-08,,16,-0.37,2078.5
Jack Draper,12,23.6,1957.4,,9,1915.1,19,1841.6,15,1778.5,,2103.8,2025-04,,7,0.54,2032.4
Casper Ruud,13,26.7,1949.4,,16,1868.5,6,1946.8,42,1697.9,,2071.9,2022-05,,12,0.08,1926.2
Karen Khachanov,14,29.2,1935.6,,14,1879.9,15,1863.8,14,1795.9,,2029.5,2018-10,,10,0.34,1960.3
