Player,Elo Rank,Age,Elo,    ,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,    ,Peak Elo,Peak Month,    ,WTA Rank,Log diff,yElo
Aryna Sabalenka,1,26.9,2197.2,,1,2141.3,1,2107.8,1,1955.9,,2197.2,2025-04,,1,0,2206.9
Iga Swiatek,2,23.8,2132.2,,2,2087.9,2,2067.5,3,1859.6,,2291.0,2024-07,,2,0,2056.3
Mirra Andreeva,3,17.9,2096.6,,3,2076.3,4,1965.8,11,1795.2,,2159.2,2025-03,,7,-0.85,2099.9
Coco Gauff,4,21.1,2093.4,,4,2040.2,3,2007.3,2,1884.9,,2155.7,2024-01,,3,0.29,2030.9
Madison Keys,5,30.1,2033.2,,7,1967.0,6,1924.6,5,1829.8,,2090.1,2016-08,,6,-0.18,2082.7
Jessica Pegula,6,31.1,2030.6,,5,1988.3,10,1876.8,6,1821.9,,2094.9,2024-01,,4,0.41,2022.6
Qinwen Zheng,7,22.5,2015.4,,6,1974.7,5,1952.9,45,1676.5,,2098.3,2024-11,,8,-0.13,1851.8
Elena Rybakina,8,25.8,1999.7,,8,1953.4,8,1900.3,4,1840.7,,2155.6,2024-04,,12,-0.41,1939.4
Elina Svitolina,9,30.6,1990.7,,11,1917.7,7,1906.4,9,1798.8,,2120.6,2018-05,,14,-0.44,2093.9
Karolina Muchova,10,28.5,1980.8,,9,1938.9,14,1832.8,18,1752.9,,2029.1,2023-08,,13,-0.26,1903.7
Jasmine Paolini,11,29.2,1976.7,,12,1914.1,9,1887.8,8,1808.9,,2001.5,2024-07,,5,0.79,1954.9
Paula Badosa,12,27.3,1970.0,,10,1918.7,11,1868.5,14,1781.1,,2078.1,2022-01,,10,0.18,1895.1
Belinda Bencic,13,28.1,1928.5,,14,1887.7,35,1766.6,31,1714.3,,2100.0,2015-09,,39,-1.10,1996.6
Amanda Anisimova,14,23.6,1927.5,,13,1891.9,25,1785.2,35,1700.6,,2013.4,2022-08,,17,-0.19,1914.0
Emma Navarro,15,23.9,1912.2,,15,1870.6,17,1818.5,13,1782.4,,2002.7,2024-08,,9,0.51,1853.4
Ekaterina Alexandrova,16,30.4,1911.4,,20,1844.9,22,1804.7,10,1795.9,,1977.2,2020-02,,20,-0.22,1978.7
Marta Kostyuk,17,22.8,1907.0,,16,1858.1,16,1821.7,34,1700.9,,1986.1,2024-04,,27,-0.46,1894.7
Elise Mertens,18,29.4,1904.9,,17,1856.1,13,1836.3,38,1691.9,,2042.7,2021-04,,24,-0.29,1959.9
Jelena Ostapenko,19,27.8,1897.2,,26,1826.2,12,1845.4,7,1813.3,,2029.5,2017-10,,18,0.05,1913.7
Anastasia Potapova,20,24.0,1889.0,,29,1819.8,15,1828.2,33,1709.7,,1920.5,2023-06,,34,-0.53,1928.3
Emma Raducanu,21,22.4,1884.4,,23,1835.8,55,1720.8,23,1738.6,,1998.0,2021-08,,49,-0.85,1818.5
Victoria Azarenka,22,35.7,1882.8,,22,1841.1,30,1776.9,28,1724.8,,2312.3,2013-03,,54,-0.90,1657.7
Daria Kasatkina,23,27.9,1881.0,,27,1825.7,19,1809.8,12,1794.3,,2036.5,2018-03,,15,0.43,1755.5
Naomi Osaka,24,27.5,1875.8,,25,1827.9,34,1768.6,42,1679.7,,2193.3,2021-03,,48,-0.69,1881.3
Sofia Kenin,25,26.4,1874.7,,32,1811.0,33,1772.1,37,1692.7,,2057.0,2020-02,,31,-0.22,1962.7
Diana Shnaider,26,21.0,1872.2,,33,1810.6,21,1807.1,15,1771.4,,1976.1,2024-08,,11,0.86,1807.7
Danielle Collins,27,31.2,1868.8,,36,1803.8,18,1814.5,41,1684.4,,2061.1,2024-05,,35,-0.26,1809.1
Clara Tauson,28,22.3,1868.1,,18,1847.4,44,1736.8,93,1581.6,,1934.9,2022-01,,23,0.20,1902.6
Linda Noskova,29,20.4,1866.6,,19,1845.0,40,1741.4,63,1636.8,,1946.1,2025-02,,30,-0.03,1817.7
Yulia Putintseva,30,30.2,1865.6,,37,1801.0,24,1794.4,20,1748.2,,1933.4,2025-01,,29,0.03,1720.8
Ashlyn Krueger,31,20.9,1862.0,,24,1829.6,61,1698.9,40,1687.3,,1896.7,2025-02,,37,-0.18,1857.0
Liudmila Samsonova,32,26.4,1856.3,,30,1812.5,47,1729.2,21,1744.3,,1984.3,2023-10,,21,0.42,1781.4
Ons Jabeur,33,30.6,1856.0,,39,1800.0,29,1779.5,19,1748.6,,2110.5,2022-06,,36,-0.09,1800.6
